Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
SOVOSVVV,1.0,"Podpisovanje vsake spletne strani s pomočjo oznake < ADDRESS > je odličen način , da si zagotovite , da vas bodo ljudje , ki želijo z vami stopiti v stik , tudi našli .",0.0,0
SOVOV,27.0,"Sodobna krpanka se je osvobodila nekdanjih togih oblikovalskih pravil , ki so temeljila na povezovanju pravokotniških oblik in umirjenih enobarvnih ter vzorčastih ostankov blaga .",6.0,in eee hrvaška reakcija ki ste jo zdaj videli se mi zdi absolutno napačna
SOVOVO,16.0,"Harrisonov prijatelj Michael Palin iz ekipe Leteči cirkus Montyja Pytona mu je nekoč namreč potožil , da mu je zmanjkalo denarja za film The Life of Brian .",0.0,0
SOVOVOOV,2.0,"Pred dvajset tisoč leti je kromanjonski človek bil sicer telesno enak nam , ni pa obvladal jezika , s katerim bi z besedami izrazil tiste značilnosti , zaradi katerih še danes kako osebo ocenimo kot privlačno : znamenja plodnosti pri ženski , pri moških pa sposobnost vzdrževanja družine in vodenje otrok . «",1.0,radi znanstveniki radi e stvari še bolj zakompliciramo kot je potrebno in eee jih ne podajamo ljudem po kanalih ki jih sami uporabljajo
SOVOVOOVOVOOVVVSVOVSVOSSV,0.0,0,1.0,to je pravzaprav prinese cel kup različnih težav ker dobi enega zalezovalca ki je deva občutek kot da ves čas bere njene misli kot da jo ves čas vidi hkrati se pa začnejo pojavljati eni resnični umori eem torej ljudje ki so imeli nekakšen stik z njo recimo producenti fotografi in tako naprej tako da pravzaprav po nekako polovici zgodbe ona izgubi občutek za to kaj je resnično in kaj ni
SOVOVOOVV,1.0,"Na primer tegale : Trgovec s konji svoji stranki priporoča jahalnega konja : » Če boste vzeli tega konja in ga boste zajahali ob štirih zjutraj , boste ob pol sedmih že v Bratislavi . «",0.0,0
SOVOVOS,1.0,"Ker smo novinarji do argumentov policije , ki nas nadzira , in politike , ki nam očita motivirano pristranskost , skeptični , so takšni zadržki seveda smiselni .",0.0,0
SOVOVOSVOV,1.0,32 Corneille je seveda dilemo postavil kot konflikt med enako plemenitima in vzvišenima čustvoma ; s tem je junakinjo individualiziral – in prav zaradi individualizacije nam delo še zdaj govori ( kolikor nam govori ) .,0.0,0
SOVOVOV,3.0,"Petlitrske steklenice vode s pipico namesto zamaška potrošniku omogočajo , da steklenico položi v hladilnik in zamašek uporablja kot pipo .",0.0,0
SOVOVOVO,4.0,"Načelo preglednosti , ki ga uvajamo v javno upravo , nam narekuje , da za stranke pomembna obvestila objavljamo tako , da so jim čim lažje dostopna .",0.0,0
SOVOVOVOS,1.0,"Okostje dela slehernega planinskega društva je gospodarstvo , kar vedo tudi v Kamniku , saj veliko svojih moči namenjajo oskrbovanju in vzdrževanju svojih dveh visokogorskih koč , Cojzove na Kokrskem in Kamniške na Kamniškem sedlu ( oziroma na Jermanovih vratih , kot je sedlu med Brano in Planjavo ime lepo po starem ) .",0.0,0
SOVOVOVOV,0.0,0,1.0,in tako eee in nekateri pa potem še bolj tisti pridni pa s- palačinke nadenejo z mesnim nadevom jih zavijejo jih dajo v opekač in to vse skupaj spečejo
SOVOVOVOVS,1.0,"» Avtomobil kot luksuz mi ne pomeni nič , pričakujem le udobno in gotovo vožnjo , ker sem ogromno na poti , saj to zahteva naš estradni poklic . «",0.0,0
SOVOVOVS,1.0,"Vrsta športnih zvez in Mednarodni olimpijski komite so somatotropin razglasili za doping ; kljub temu je znano , da so ga jemali ( in ga še jemljejo ) mnogi znani športniki .",0.0,0
SOVOVOVVO,1.0,"Avtor dela » Pisanice « časovno postavlja pred » Čašo « , » Sto ugank « in » Cicibana « uvršča med » Samogovore « in » Zarje Vidove « , prikaza proze se loteva prvi , saj je tudi prvi imel možnost pregleda čeznjo .",0.0,0
SOVOVS,4.0,"( smeh ) ( Grega nam je na enako vprašanje odgovoril , da ga je premagal on , op. p. )",0.0,0
SOVOVSV,2.0,"Neutolažljiva mati si je pri vladarju bogov izprosila vsaj to , da je smela hči dve tretjini leta preživeti pri njej in samo eno tretjino pri svojem soprogu .",0.0,0
SOVOVSVO,1.0,"Ta del je bil sila splošen , tako nabit z gradivom , da smo mu komaj sledili , ampak je sprehod povezovala nikoli moteča se Tajda Lekše , ki bi bila sposobna odrecitirati na pamet cel Krst pri Savici .",0.0,0
SOVOVSVOOV,1.0,"V tem primeru delodajalec delavcu ni bil dolžan omogočiti zagovora , saj so obstajale okoliščine , zaradi katerih bi bilo od delodajalca neupravičeno pričakovati , da delavcu to omogoči .",0.0,0
SOVOVSVOSVOVVOVSVVOOV,0.0,0,1.0,in seveda skupina si je pustila nekaj kar orenk pečat bi rekel v Sloveniji in vsi ti ljudje se spominjajo onih časov kot seveda najlepših mladost je bila norost spoznali svoje prve punce žene ali so se ga prvič tam napili skratka tisti glavni elementi bi rekel od pubertete do ene petindvajset jih imajo v spominu in ti ljudje spet prihajajo na te predstave ne samo obujat spomine ampak tudi tisto energijo in čas ki smo ga živeli
SOVOVSVSVSV,0.0,0,1.0,naravna katastrofa ki mi je ostala v spominu je bila ena velika toča ki nam je prišla čez vas leta okoli dva tisoč dvanajst in ful je dež padel in ful je toča padala a mi smo bili glih na morju
SOVOVV,0.0,0,4.0,edini eksponat ki se ga pa zares spomnim je pa osemmetrski model stola ki se mi zdi da prihaja iz Nizozemske
SOVOVVO,3.0,"Minister Bavčar mi je obljubil pomoč pri transportu skozi Slovenijo , pozneje smo začeli kupovati orožje iz skladišč MNZ RS .",0.0,0
SOVOVVOOSVV,1.0,"Taksist je nasilnega mladeniča zgrabil za roko in mu poskušal vzeti orožje , med prerivanjem pa ga je S. Z. z ročajem pištole udaril po glavi in zbežal v bližnjo trgovino Noč in Dan .",0.0,0
SOVOVVOOVS,1.0,"In čeprav je dr. Dolenc prepričan , da Savinjski ne dolguje ničesar , bi rad videl , če bi nekje uredili spominsko sobo ali galerijo , v kateri bi se predstavili zgornjesavinjski umetniki .",0.0,0
SOVOVVOV,1.0,"Pravilen odgovor je bil Grad Podčetrtek , nagrajenki čestitamo in ji sporočamo , da je za nagrado dobila enodnevni izlet za dve osebi po Sloveniji , ki bo predvidoma v mesecu oktobru 1996 .",0.0,0
SOVOVVOVO,1.0,"Že samo bivanje v njih vas poživljajoče osveži , preden jo mahnete v mesto : zajtrk pod stekleno kupolo pred sestankom , manjši vrt , v katerem sprostite napetost in si spočijete pogled , ali vaša soba z vsem tehnološkim udobjem za zabavo ali za delo .",0.0,0
SOVOVVOVOVSV,1.0,"Igra teh pomenov , ki jih lahko izpeljemo iz imena , nas je spodbudila k delu , razvoju in želji , da odpremo ta vinska vrata in ponudimo naša zlata vina , je povedal Matjaž Berce , ki se je skupaj s Tadejem Pavlico in Davidom Rijavcem pred tremi leti odločil za skupen nastop na domačem in tujih trgih .",0.0,0
SOVOVVOVV,1.0,"Trije izmed gostov naj bi bili policista obkolili , ju začeli odrivati , ju zbili na tla in zbrcali .",0.0,0
SOVOVVOVVSO,1.0,"No , kakor koli že : študentke so pisateljico poznale in jo skoraj zagotovo tudi zelo upoštevale kot književno kritičarko – to je bila že dosti prej , ko se je sama lotila beletrije – in iz kritik , objavljenih večinoma v literarni prilogi Timesa , razbrale , da velja njeno posebno zanimanje romanu , njegovi preteklosti in prihodnosti .",0.0,0
SOVOVVV,1.0,"Morosina se mi je smejala , vendar me je spremljala , ko sem se sklenil vrniti na otok .",0.0,0
SOVOVVVOSV,0.0,0,1.0,ta beseda pridni ki ste jo uporabili se mi zdi še posebej pomenljiva sploh za Slovence ki po eni strani se radi bahamo s to vrlino po drugi strani pa kadarkoli označimo eee koga da je priden se ljudje uprejo
SOVOVVVS,0.0,0,1.0,jaz sem se še to sam nekaj po notah učil pa mi je šlo počasi ker je na harmoniki pač ni to tako kot na klavirju
SOVOVVVVO,1.0,"Smith si je skupno spalnico delila z devetimi drugimi dekleti , svoj čas pa je preživljala tako , da je plavala , se pogovarjala in se učila ruskih pesmi in plesov .",0.0,0
SOVOVVVVOVO,0.0,0,1.0,eem to mi ni bilo tako zanimivo glih ker eee sem se po notah pa vse pa rajši bi te se kaj naučil da bi zašpilati znal zdaj pa znam samo lestvice pa to zašpilati pa nič
SOVS,51.0,"To je izpostavljena škrbina v grebenu , ki jo zapira previsen in skrajno krušljiv stolp .",3.0,eem to me še zanima zdaj je razstava mmm odprta že slab teden
SOVSO,1.0,"Predsednik francoskega nadzorstva mi je v zadnjem razgovoru povedal , da je tržna vrednost mešanih splošnih zavarovalnic oziroma njihovih delnic v Franciji enaka enoletni premiji .",0.0,0
SOVSOOV,1.0,"Take divje stvari mi blodijo po glavi , nenehno , brez prestanka , stalno - in nihče me tega ne odreši .",0.0,0
SOVSOSVVOV,1.0,"Proletarci so bili polni tudi zgodb iz svoje "" bogate "" seksualne zgodovine , v katerih so se gnetle pohotne rasne lepotice , na kolenih moledujoče za spolno potešitev , katerih so se modroovratniški mojstri na koncu le usmilili in pokazali , kako se stvari streže .",0.0,0
SOVSOV,10.0,"Krčmar ga je zaradi vsega tega okaral , danes pa je gostilna , ki se je razglasila za naslednico zakletega gradu , cilj številnih turističnih avtobusov .",1.0,torej vsi ga imamo moški ga imajo več
SOVSOVS,2.0,"Ruska šibkost , industrijska , vojaška , moralna , se je med vojno razkrila pred celim svetom ; konec je arbitražnega razsodišča , ki si ga je uzurpiral car leta 1851 v Olomoucu .",0.0,0
SOVSOVSOVV,1.0,"Sikboj me je že opozoru na to , pa tud sam sem to že skoz dal ; sam nben prejšn opozarjanje al pa izkušne te ne morjo čist prpravt na to .",0.0,0
SOVSOVSV,1.0,"Graščak ga je surovo odgnal od praga , a prosjak ga je preklel in graščak se je s svojim bogastvom , z denarjem in zlatom pogreznil v zemljo .",0.0,0
SOVSOVV,3.0,"Prav dramaturgija nas namreč opozarja , da sta dramska in gledališka umetnina soodvisni in ju je treba spoznavati kot soodvisni in s posebnimi didaktično - metodičnimi postopki .",0.0,0
SOVSOVVOVVV,1.0,"To podjetje je nekakšen mejni primer , ki ga neposredno ne urejata niti zakon o lastninskem preoblikovanju podjetij niti zakon o javnih gospodarskih družbah , vrednost nominalnega družbenega kapitala z znanimi lastniki na dan 1. januarja 1993 pa bo bržčas treba ugotoviti tako , kot so to morali storiti v vseh podjetjih , ki so šla skozi postopek lastninskega preoblikovanja .",0.0,0
SOVSOVVVV,1.0,"Resno drhtenje , ki ga je spremljala mučna slabost v želodcu , jo je preplavljalo v močnih valovih , ki se niso hoteli umiriti , naj si je še tako prizadevala .",0.0,0
SOVSOVVVVVO,1.0,"Zdravniki so ga že s diagnozo bolezni odpisali , on pa tega ni sprejel , ampak je želel živeti , živeti , premagati grozečo smrt .",0.0,0
SOVSS,2.0,"Anorgansko samo sebi zadošča ; organsko je odvisno , ogroženo , nestanovitno ; zavestno je kvintesenca nemoči .",2.0,in sicer to je ta točka ki nam prikazuje dejansko translacijska temperatura je itak tristo kelvinov povsod fiksirana tukaj je pa še rotacijska temperatura tristo kelvinov
SOVSSOV,1.0,"Golf v Evropi in svetu še zdaleč ni šport elite , saj ga igra okrog 70 milijonov ljudi , kar ga uvršča med najbolj množične športe .",0.0,0
SOVSSV,1.0,"Na Japonskem WAP ljudi sploh ne zanima , Evropa je z njim prav obsedena ( kot tudi z mobilnimi telefoni ) , Američani pa na zadevo gledajo precej pesimistično .",0.0,0
SOVSSVO,1.0,"Viljemove posesti so bile razdeljene po njegovi smrti : Normandijo je dobil najstarejši sin Robert II. , njegov drugi preživeli sin Viljem Rufus pa je dobil Anglijo .",0.0,0
SOVSSVOSVVVOVVO,1.0,"Sauvyejeve teze so zelo zanimiv interpretacijski predlog ; pridržke pa vzbuja pred vsem obseg uporabnosti marginalnega računa pri sistemu "" nepopolnega nadzora "" , v katerem trg delovne sile industrijskega sektorja sprejema presežek ljudi iz agrarnega sektorja samo delno ; ljudje iz vasi se morajo naučiti misliti v kategorijah mestnega časa , v kategorijah zahtev reglamentacije , dobička in denarja , hkrati pa si morajo pridobiti določen čeprav zelo omejen tip poklicne spretnosti .",0.0,0
SOVSSVV,1.0,"Ljudje te drobne bele pikice , lahko je le ena ali pa jih je več , imenujejo tudi afte .",0.0,0
SOVSV,23.0,"Prah mu je drsel pod dlanmi , prsti so se ugrezali v blato .",3.0,dobro saj zdaj vznožje ali če je to dvesto tristo petsto metrov nadmorske višine to ne bo šel zdaj nobeden preverjat v naših koncih ne
SOVSVO,9.0,"Holistični pristop k zdravljenju , ki so ga zagovarjali vsi predavatelji , pomeni predvsem ukvarjanje s sabo .",0.0,0
SOVSVOOVS,1.0,"DDV z omenjenima stopnjama in trošarine , katerih uvedbo tudi predlaga vlada , naj bi s stališča proračunskih prilivov zagotovili toliko sredstev ( skupaj 13,7 odstotka BDP ) , kot jih zdaj zagotavlja prometni davek .",0.0,0
SOVSVOSV,1.0,"Veterinar vsakega kmeta pri zdravljenju opozori na to in vsak kmet ima t. i. hlevsko knjigo , kamor se te stvari zapisujejo .",0.0,0
SOVSVOSVO,0.0,0,1.0,mi tega nismo predlagali in naš predlog ni razbremenitev gospodarstva s tem predlogom ampak razbremenitev davčnega dohodninskega zavezanca to se pravi milijon in pol ljudi v tej državi ki jim država pač izračuna dohodnino
SOVSVOSVOSV,1.0,"Ena od tem današnjega koalicijskega sestanka naj bi bil tudi očitek ljudske stranke , ki ga je izrekla na petkovem sestanku SLS v Dragatušu , da naj bi liberalna demokracija večkrat prekršila koalicijsko pogodbo kot ljudska stranka ; to naj bi se zgodilo vsaj petkrat , medtem ko naj bi jo ljudska stranka prekršila samo enkrat , in sicer pri glasovanju za interpelacijo o delu šolskega ministra Slavka Gabra .",0.0,0
SOVSVOSVSV,0.0,0,1.0,tako da podatki ki jih boste danes videli so podatki približno dveh tretjin slovenskih osnovnih šol kar pomeni že zelo velika številka otrok in to tudi pomeni da e se podatki verjetno tudi ko bodo v celoti zbrani ne bodo kaj zelo e razlikovali
SOVSVOV,0.0,0,1.0,tako ime ja tako da mi to objavimo ne tako da ta ki bo odprl internetno stran da takoj vidi ne
SOVSVOVO,2.0,"Kritiki sistema to najpogosteje prikazujejo s teoretičnim modelom , po katerem bi stranka , ki bi v vseh okrajih dobila poslance z 51 odstotki glasov , zasedla ves DZ .",0.0,0
SOVSVS,3.0,"Zdravilišče Laško je lanske prihodke povečalo za 22 odstotkov , na 2,4 milijarde tolarjev , dobiček družbe pa bo po prvih ocenah znašal približno 75 milijonov tolarjev , kar je štiriodstotna donosnost na kapital .",0.0,0
SOVSVSO,1.0,"To drevesce je trdno ogrodje , ki ga s procesom , imenovanim "" zunanja sekrecija "" , tvorijo majhni polipi , nekakšne vetrnice , od katerih ima vsaka osem lovk , razvrščenih v obliki cveta .",0.0,0
SOVSVSOV,0.0,0,1.0,aam pa sem bila želo zelo žalostna in vsi so me sprašva- aaa spraševali kaj je narobe aam in to mi je šlo zelo na živce
SOVSVSV,1.0,"Odbor za obnovo žužemberškega gradu , ki ga vodi vse od leta 1996 domačin Slavko Gliha , sicer direktor Kmetijskega inštituta Ljubljana , je na zadnji seji ugotovil , da dela na obnovi gradu pospešeno potekajo naprej .",0.0,0
SOVSVSVV,1.0,"Glede na to , da je že začetek razprave o skupnostih istospolnih partnerjev poln stereotipov in kvaziargumentov , si lahko samo mislimo , kam bo razprava zašla , ko bodo politiki nehali opletati z izbrisanimi in džamijo .",0.0,0
SOVSVSVVSVOS,1.0,"Slovenski oglaševalski kodeks ( samoregulativni akt oglaševalcev ) poleg nekaterih že naštetih pravil , ki jih vsebuje pravilnik o oglaševanju zdravil , dodatno določa , da oglas ne sme trditi , da zdravilo odpravlja prave vzroke bolezni oziroma da ob uporabi ni potreben niti posvet z zdravnikom .",0.0,0
SOVSVV,1.0,"- Z DNEM PRENEHANJA VELJAVNOSTI DELOVNEGA DOVOLJENJA POGODBA O ZAPOSLITVI , KI JO SKLENE TUJEC ALI OSEBA BREZ DRŽAVLJANSTVA , PRENEHA VELJATI PO SAMEM ZAKONU .",1.0,radar naju je mogoče slikal samo nas izgleda ni
SOVSVVO,4.0,Prav vzajemno rivalstvo obe sosedi sili v objem - celotno območje pa mora iz tega potegniti čim večjo korist .,0.0,0
SOVSVVOVOSV,1.0,"Spremljevalca sta mi povedala , da bi ta prostor meril od tal do stropa pravzaprav kar 30 metrov , če bi iz njega odstranili vso kramo in odpadke , na katerih smo stali in ki so jih meščani dolga desetletja metali vanj .",0.0,0
SOVSVVS,2.0,"Ključar Viktor Papler , ki mu je prvi priskočil na pomoč in bil nato tudi sam ogrožen , je povedal , kako sta tja prihitela še dva vaščana .",0.0,0
SOVSVVSSVSSVSV,0.0,0,1.0,in to se mi zdi neki tak proces učenja e kaj se je pa zdaj zgodilo v zadnjem obdobju s covidom ne se tudi e mogoče manjša zaupanje v določene trajne poznane valute tipa dolar e evro in tako naprej a ne je to še dodaten booster temu trgu in tako kot pravi Dejan dva soseda skregata en kupuje pri petsto procentih a ne
SOVSVVSV,0.0,0,1.0,eem o tem ja je bilo nekaj pisanega tako da se mi zdi da tisti ki ki so v teh vsaj strokovnih krogih eee se kar dobro pa vladnih krogih kar dobro vejo da eee ta stvar obstaja
SOVSVVV,1.0,"Še dvomljivejša pa je veljavnost sklepov , ki jih naredijo ljudje v politični areni na podlagi tistega , za kar verjamejo – oziroma se pretvarjajo , da verjamejo – , da je bilo znanstveno dokazano .",0.0,0
SOVSVVVVSSVOVOVOVS,0.0,0,1.0,najbrž tak pozitivni ukrep a ne za tistega ki se mu zgodi ne in to je milijon in pol ljudi v tej državi pomeni da bo lahko več trošil več nabavljal ali pa varčeval čisto vseeno kam bo ta denar namenu sicer se lahko vi ne ki imate tako radi eee javne finance in vsi v koaliciji se dodatno še solidarnostno odpoveste ne po tristo ali pa ali petsto evrov za to da bodo vam namenjali denar v in da bo ostajal denar v proračunu Republike Slovenije
SOVV,55.0,"Ustavno sodišče je predlog pomladnikov zavrnilo z modro obrazložitvijo , da gre v tem primeru za "" pozitivno diskriminacijo "" .",15.0,kdo ga od daleč že zagleda [name:personal] prosim
SOVVO,41.0,"Prvi puh mu je poganjal pod nosom , ko se je priključil vojski .",5.0,mi smo to predvsem želeli da odpre pot na tujih tržiščih
SOVVOOOVSVOVSVOVO,0.0,0,1.0,zdaj kaj se našega gledišča tiče bi izpostavil ravno to kar ste me pravzaprav vprašali ne Slovenija je tudi navidezno zelo pokritemu trgu glede možnosti plačila s karticami še vedno eee na točki kjer je izredno veliko poleg tistih ki pravzaprav subjektov ne ki pravzaprav sploh ne prejemajo nobenega in ne omogočajo plačila niti s kreditnimi karci- karticami kaj šele s kakšnimi kriptovalutami
SOVVOOSVVS,0.0,0,1.0,zdaj vi ste to kozmetično popravili ampak v vseh najvažnejših pravnih aspektih ki razlagajo pravičnost takšne zahteve in jih je kot že omenjeno Zakonodajna eee pravna služba Državnega zbora pravilno detektirala ste vi pri vaši zahtevi še vedno na polje pravne nevzdržnosti
SOVVOOV,4.0,"Čilsko sodišče mu je sklenilo odvzeti imuniteto , ki si jo je pridobil kot dosmrtni senator .",1.0,ta sodba mi pomeni da sem končno dokazal tisto kar trdim že tri leta in pol
SOVVOOVOV,1.0,"Izvajalci projekta , Biotehniška fakulteta in Visoka kmetijska šola , so rezultate raziskav , s katerimi so želeli optimizirati ves proces pridelovanja krme ter ga približati sonaravnemu načinu kmetovanja , s poljskimi poskusi prenesli v kmetijsko pridelavo .",0.0,0
SOVVOOVS,1.0,"Prav zato bi bila za mnoge zmaga Valdasa Adamkusa rešilni kompromis , ki bi vladajočim konservativcem omogočil , da bi kljub porazu na predsedniških volitvah ohranili glavne zamisli svoje politike , ki jo je zastavil njihov voditelj Vitautas Landsbergis .",0.0,0
SOVVOOVSVO,1.0,"Koksibi te ne zaščitijo , če imaš težave z ledvicami , ki jih imajo številni bolniki , dvigujejo krvni tlak .",0.0,0
SOVVOOVVO,1.0,"Kako so lahko vodilni marketinški delavci perutninarskega vele podjetja , ki svojo strategijo uspešnega nadaljnjega poslovanja gradijo menda prav na izpolnjevanju želja in sanj ( ne le potreb ) potrošnikov , zagrešili tako veliko napako , še danes ni jasno nikomur , bilo pa je slišati kar precej ciničnih na ta račun .",0.0,0
SOVVOOVVSVVS,1.0,"To je bil model 150 E , njegove zasnove pa so se lotili tako , da so kupili v tistem času najbolj popularne modele drugih proizvajalcev , jih razstavili in ugotavljali , kaj na njih bi se dalo izboljšati in predvsem , kaj na njih ni dobrega .",0.0,0
SOVVOOVVV,0.0,0,1.0,eee ta [name:personal] je pa pol fanta prevzel naslednje jutro in pol je organiziral transport v Ljubljano samo mu tudi očitajo da je da je prepozno čeprav
SOVVOSSV,0.0,0,1.0,Eem nekateri starši nam poročajo e starši otrok z atopijskim dermatitisom da so dobili dodatek takšni otroci oziroma družine le če je bila prisotna potrjena alergija na tri osnovna hranila pa čeprav gre v resnici za dve ločeni e bolezenski stanji
SOVVOSV,2.0,"Vsi , ki mi pri tem pomagajo , vedo , koliko mi to druženje pomeni .",1.0,zdaj ti neki povprečni manjši kmetje tega nimajo nimajo teh sredstev država nič ne sofinancira
SOVVOSVOOVO,1.0,"Bistvo pohote je , da človek erotike ne uporablja iz čustvenega interesa do partnerja , pač pa iz erotike naredi nekaj , kar naj bi prekrivalo njegove notranje bolečine in mu mašilo čustvene praznine .",0.0,0
SOVVOSVS,1.0,"OBE POPOTNICI NAPAD INTERPRETIRATA KOT POSLEDICO ZMANJŠANE POZORNOSTI IN SI S TEM PRIPIŠETA DEL KRIVDE , KAR JE ZA ŽRTVE POSILSTVA PRECEJ ZNAČILNO , KOT JE V SVOJI ŠTUDIJI UGOTOVILA SUSAN BROWNMILLER ( BROWNMILLER 1988 ) .",0.0,0
SOVVOSVV,1.0,"Ogorčica je nevarna za rastline , ki jih napade , in terja tudi posebne ukrepe za zatiranje ali izkoreninjenje , da se škodljivec ne bi prenesel ali razširil .",0.0,0
SOVVOV,10.0,"Velik zobatec težji od treh kilogramov je zelo močan in na navadni , tri metre dolgi vrvici ga ne bi mogli zadržati in bi se nam snel tudi s harpune , kaj šele z osti .",2.0,jaz se tega res držim in hodim redno na vaje zdajle zadnji mesec mi sicer ne uspeva
SOVVOVO,5.0,"Ljudje "" tehnične pomočnike "" namreč različno uporabljamo , različno občutimo lagodje in bolečine , različno se lotimo dela , itd.",1.0,tako da en običajno dan otroka ki ga je preživel doma pri šolanju je pomenil tri- triinšestdeset odstotkov časa sedenja trideset odstotkov zelo nizko intenzivne dejavnosti ki nima nekega vpliva na njihov razvoj
SOVVOVOOV,1.0,"Ena od odlik knjižne zbirke Scripta je njena neprofitnost , ki nam ob finančni pomoči ŠOU omogoča , da izdajamo tudi skripta z malo naklado in tako ustrežemo potrebam vseh fakultet , tudi tistih z malo študenti , ki drugih založb sploh ne zanimajo .",0.0,0
SOVVOVOOVS,1.0,"Deklica se je čisto slekla , dala nase lutko in z njo ponavljala spolne gibe , ki jih je na njej izvajal osumljenec .",0.0,0
SOVVOVOV,3.0,"Naš test vam bo izdal , ali znate drugim pokazati , kaj hočete …",1.0,tako da korona nam je prinesla bom rekla bogate izkušnje tako da ob morebitnih upam da ne skorajšnjih ponovitvah eee bomo zanesljivo temu pristopili še bolj organizirano iz z večjim učinkom
SOVVOVOVVO,1.0,"Nesojena morilca sta policistom kasneje povedala , da sta se dogovorila , da Damijana R. , ko dobita denar , ubijeta in skrijeta truplo .",0.0,0
SOVVOVS,1.0,"Dokazila in zapisi v portfoliu vzgojitelju pomagajo , da pripravi izčrpen in zanimiv zapis o različnih področjih otrokovega razvoja , ki temelji na dokazilih v portfoliu in ki je edinstven , kakor je izjemen vsak posameznik .",1.0,ampak radio se mi je zdel zmeraj en tak medij kjer lahko takoj prvi sežeš do ljudi in ta čar ima radio še vedno danes
SOVVOVSOV,3.0,"Del otrok in staršev , vajen barantanja , je začel zavirati , čeprav je projekt potrdil tudi Zavod za šolstvo in ga bo jeseni tudi eksterno ocenil .",0.0,0
SOVVOVSVV,2.0,"Zaradi počasnega tempa , pa je bil boj za 1. mesto v zaključku povsem odprt in take priložnosti nisem smel izpustiti , « je razplet opisal 22 - letni Schumann , ki je prvič opozoril nase pred tremi leti na mladinskem EP v Ljubljani , kjer je zmagal na enak način kot v Sydneyju - s silovitim finišem .",0.0,0
SOVVOVV,4.0,"Odvisno od terapevtskega cilja nihanja informacijo oslabijo , okrepijo ali pa jo postavijo na glavo ( invertirajo ) .",0.0,0
SOVVOVVSSVVVOV,1.0,"Zato je čudno , da dogodki , ki so se nam dogajali še v bivši Jugoslaviji in ki so vezani na tedanji prostor , sedaj takoj dobijo predznak jugo , čeprav gre za povsem običajno nostalgijo , "" je pojasnil Vanja Alič , vodja skupine Zaklonišče prepeva , ki je znana po tem , da poje v srbohrvaškem jeziku in da na svojih koncertih rada odigra kakšen venček "" bivših "" narodnih pesmi , kakršna je na primer Računajte na nas .",0.0,0
SOVVOVVVSVO,1.0,"Zaradi precejšnje investicijske vpletenosti Nemcev v Rusiji je opisano dogajanje marko obtežilo oziroma sprostilo dolar , ki se je resno začel spogledovati s tečajem 1,79 marke , vendar se je ujel okoli 1,78 marke za dolar , kar trenutno predstavlja sredino osciliranja med marko in dolarjem .",0.0,0
SOVVOVVVV,1.0,"Koleno mi ne oteka , vozim kolo , počasi veslam , teči še ne morem , a lahko normalno hodim po stopnicah .",0.0,0
SOVVS,16.0,"Eden od pogojev , ki ga bodo morali tudi izpolnjevati , bo veterinarsko potrdilo , da je kuža zdrav .",2.0,eee Tam je kolegica ravno to zbrala da je z delovanjem pričelo izobraževalno središče leta dva tisoč tri dve leti kasneje pa je bilo formalno ustanovljeno
SOVVSOOVV,1.0,"Takšna predstava o bližnjem vesolju se nam danes zdi docela sprejemljiva , v očeh sodobnikov pa je imel Aristarhov heliocentrični sistem nekaj velikih in tehtnih pomanjkljivosti , ki jih nikakor niso mogli kar tako spregledati .",0.0,0
SOVVSOV,1.0,"Ob tej tekmi Trebanjci največ upov polagajo na ostale štiri tekme na domačem terenu , saj bodo k njim prišli še rokometaši Gorenja , Rudisa Rudarja , Preventa in Primorskih novic , skratka moštva , ki bi jih lahko premagali .",0.0,0
SOVVSOVVSV,0.0,0,1.0,eem in ravno to mi je zelo všeč pri filmih kadar so kakšni detajli ki jih lahko spustimo potem pa pri drugim gledanju malo bolj razumemo kaj se dogaja
SOVVSSOV,1.0,"Po besedah Bojana Lučovnika , generalnega direktorja Adrie , bo družba svoje aktivnosti odslej koordinirala skupaj z ministrstvoma za promet in zunanje zadeve , torej je vendarle možnost , da Jat dovoljenja ne bo dobil .",1.0,letni čas ki mi je najbolj všeč je poletje zaradi tega ker je sonce je toplo in e sonce me napoji z energijo
SOVVSSVVS,1.0,"Helena Bargoltz ( Švedska ) je svoj prispevek k tej temi končala s vprašanjem : le kako bi reagirala ameriška vlada , če bi se njeni državljani nenadoma znašli v takšnem položaju in v takšnih razmerah , v kakršnih zdaj v Guantanamu živi teh 680 ujetnikov ?",0.0,0
SOVVSSVVSSVO,0.0,0,1.0,in Ustavno sodišče vam pove da se financira tisto kar je pač eee sledi eee eee z temu zakonu ne financira pa se tisto kar sledi eee potrebam zasebne šole
SOVVSSVVSSVVO,0.0,0,1.0,mi nismo nobenega pogoja postavili da bodo po- police na- naši izdelki verjamem da bodo tudi na policah Mercatorja pa kdor koli lastnik ali mi kaj pogojevali ali ne glede na to da imamo močne blagovne znamke
SOVVSV,3.0,"To dejstvo nam omogoča , da tudi brez uporabe kompasa ali podobnih pripomočkov zlahka ocenimo , v katero smer bo jadrnica plula po prečenju .",0.0,0
