Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
OVVVSSVOV,1.0,"Iz perspektive modela , ki ga tu izgrajujemo , moramo predvsem ugotoviti , da je delovanje te norme v prostoru javne komunikacije izrecno poudarjeno in da njeno kršenje običajno podleže zelo resnim sankcijam , ki neredko segajo vse do začasne ali trajne izključitve kršitelja iz javnih kanalov .",0.0,0
OVVVSV,2.0,"Če takega posebnega izraza nimate , poskusite pojasniti , da se očka in mamica "" ljubita "" .",0.0,0
OVVVSVS,0.0,0,2.0,to pa določi s pomočjo tako imenovanega jezikovnega modela za katerega smo rekli prej da se na osnovi velikega eee slovarj- eee korpusa nekaj deset ali sto milijonov besed pravzaprav preverijo posamezne besedne zveze in opredelijo njim tudi ustrezne verjetnosti
OVVVSVSSVOVOOV,1.0,"To , da je treba tudi pri vrnitvi v prejšnje stanje paziti , da se povrne vsa škoda , in nič več ali manj , ilustrira primer , v katerem je sodišče naložilo toženi stranki , da na stanovanjski hiši in na gospodarskem poslopju odstrani obstoječo kritino in jo nadomesti z novo .",0.0,0
OVVVSVVO,1.0,"Vsakemu zavarovancu v primeru , ko pride z nekom v spor , poskuša po svojih močeh najprej pomagati njegov osebni odvetnik , če pa gre za zadevo , na katero se ne spozna dovolj , primer",0.0,0
OVVVSVVOSO,1.0,"Dolenjske gospodarstvenike je zanimalo , ali bi bilo mogoče pri urejanju tehnične regulative v skupnosti priti do rešitev , ki bi enotno veljale za vse države hkrati , kajti Trimo mora za vsako državo dobiti posebne certifikate , kar trebanjskemu podjetju",0.0,0
OVVVSVVV,1.0,"Moje delo v mirovnem komiteju mednarodnega PEN se seveda da povezovati tudi s prej omenjenimi spoznanji , saj gre v obeh primerih za človekove pravice in njihove kršitve , ki jih je še vedno veliko , in moramo nanje neprestano in odločno opozarjati .",0.0,0
OVVVV,7.0,"Latvije ne smemo podcenjevati , ker je v kvalifikacijah dokazala , da gre za nepredvidljivo in strelsko zelo močno reprezentanco .",2.0,druga stvar ki jo moramo tu izpostaviti da ne bomo pozabili na drugi del drugi del eee RTV-ja to je na televizijo
OVVVVO,1.0,"Resnici na ljubo je treba povedati , da smo v dvorano pod pretvezo , da gre za nekaj zgodovinskega oziroma usodnega , zvabili tudi vse dedke in babice ter vso drugo bližnjo in daljno žlahto .",0.0,0
OVVVVOOSV,1.0,"Leta 1876 je Jožefu Vespignianiju odgovoril , da brez sanj v razmerah , v kakršnih je bil , ne bi mogel izpolniti poslanstva v prid mladih , če mu Marija Pomočnica ne bi priskočila na pomoč s "" posebnimi razsvetljenji , številnimi gmotnimi in duhovnimi pomočmi "" (",0.0,0
OVVVVOOV,1.0,"Vedno so mi govorili , da ne more slišati ali razumeti , kar ji govorim , a nikoli nisem bila prepričana o tem .",0.0,0
OVVVVOSVS,0.0,0,1.0,in pač tak reven lifestyle imajo nomadski in in eee sem sanjal da pač tam sta tam so in eee čuvajo te ovce in to in pol ena dva se med sabo pogovarjata tako Joj kako eni
OVVVVOV,0.0,0,1.0,takrat ko sem še bil šestnajst petnajst star so mi pisali če bi špilal v ansamblu pa to samo sem še na tekmovanja hotel iti pa da bi kaj dosegel po pa
OVVVVOVO,0.0,0,1.0,tu sem ti napisal že v uvodnem delu da predlagam recimo ko daš slovenski prevo- eee prevod ne da vseeno mogoče v oklepaju daš še angleško eem dejansko n- na na nek način še enkrat
OVVVVOVOSV,1.0,"V svetu , ki ga šele začneš spoznavati , v katerem še nisi osvojil razumevanja in orodij , s katerimi se lotevaš različnih problemov , se vsaka težava zdi ogromna .",0.0,0
OVVVVOVVS,1.0,"Če jih želimo zares obvladati ( torej : če želimo obvladati tudi njihovo strogo opredeljeno raven izraza ter znanja , ki so potrebna za oblikovanje njihovih ravni vsebine ) moramo iti skozi v principu formalen proces izobraževanja ; strokovno specializirano izobraževanje kot predpogoj dejanske uporabe pravnega diskurza je prav tako",0.0,0
OVVVVS,0.0,0,1.0,tako da bolj novic ne zasle- nisem nekaj zasledil razen da bomo mogli se mislim d do naslednjega meseca tam do dvajsetega ali sedemindvajsetega eem bo še zastonj eee testiranje potem bo
OVVVVV,1.0,"Drugih vplivov , specifik okolja , niso mogli upoštevati , čeprav , kot so povedali na ZZZS , vedo , da obstajajo .",0.0,0
OVVVVVOOV,1.0,"Ni je poskušal ustaviti , ko je zlezla s tricikla in stopila na trato , da bi povohala žefran , temveč jo je opazoval .",0.0,0
OVVVVVVVOSV,0.0,0,1.0,friendse mislim da so umaknili pa pa smešno je ke imajo recimo enkrat sva hotela iti gledat American pa je od prvega do zadnjega pa je ni bilo enke pol je
S,1231.0,Dogodek v Ankaranu je bila dramatična nesreča .,351.0,eee iz tega časa so ohranjena še razna železna orodja tudi pri nas grobišča in tudi gradišča tako imenovana na hribih
SO,93.0,Bolnikova zaskrbljenost je pri stroki pogosto deležna površne tolažbe ali pokroviteljske drže .,20.0,nič osem nič trinajst nič ena je naša brezplačna telefonska številka kaj
SOO,4.0,"Teden je bil poln predavanj , slikanja , petja , druženja ; namen teh dejavnosti je",1.0,a sok je meni dober ne v bistvu iz jabolk mi
SOOOV,1.0,"Vsebina poslovnega poročila , ki je namenjeno strokovnjakom , ni identična vsebini letnega poročila , ki ga pripravljamo za širšo javnost .",0.0,0
SOOSV,1.0,"Kljub temu , da so angleški časopisi polni zgodb o ubogih , trpečih , ponižanih , razžaljenih in obubožanih farmarjih , katerih eksistenco naj bi slinavka in parkljevka obsodili na smrt .",0.0,0
SOOSVV,1.0,"Javna občila so slovenski hokej zaradi razmer in odnosov v njem , ki jih je afera razgalila , resda naredila za » grešnega kozla « , pri tem pa so vede ali nevede",0.0,0
SOOSVVO,1.0,"Šeligov slog je zato težak , izrazito hermetičen , poln nakazanih podob in pomenov , ki jih bralec večkrat le zasluti , povsem jasno razvozlati pa jih ne",0.0,0
SOOSVVOVO,1.0,"Zavarovanje pravne zaščite je v svoji osnovi namenjeno pokrivanju stroškov , ki jih nekdo ima s tem , ko je povzročil materialno škodo ali kaznivo dejanje in je kazensko preganjan , ali pa , ko je bil materialno oškodovan in uveljavlja svoj interes proti drugemu .",0.0,0
SOOV,7.0,"Vsi mi nekaj šepetajo ,",3.0,za vse skupno je pa ekonomika tista ki vam to določa
SOOVOSV,0.0,0,1.0,zdaj jed ki je eem meni zelo ljuba in jo tudi sama pripravim so v bistvu testenine s paradižnikovo omako ki jim jaz rečem kar napolitana
SOOVOV,1.0,Prosper mu jo je prestrašen vzel iz roke in ga zvlekel iz gneče pod temno arkado .,0.0,0
SOOVS,1.0,"Ivje , led ali tanka snežna prevleka so nove razsežnosti , ki jih okrasnim travam doda zimski čas .",2.0,torej to kar nam kaže za zdaj zadnja vrsta Poljakov ni kdove kako obetavno
SOOVSO,1.0,"Del je sestri hvaležen , da ga je sprejela v svoje življenje , ona pa mu",0.0,0
SOOVSOV,1.0,"Zanimivo pa je izročilo , kakršno mi je zaupala Jožica , ki nastanek zaselka na Golčaju in posredno tudi cerkev povezuje s francoskim obdobjem .",0.0,0
SOOVSV,1.0,"To je približno enako energiji , ki jo ima kilogramska utež , ki pade z višine 25 m .",0.0,0
SOOVSVV,1.0,"Vsekakor pa bi po Šuštarjevem mnenju 20 milijonov dolarjev , kolikor jih beguncem namenja slovenski proračun , moralo zadostovati .",0.0,0
SOOVV,0.0,0,1.0,to so ljudje ki mi eee kadar kar- kadar ko- kar koli v Metliki pripravim kakšno kulturno prireditev ali kaj podobnega pomagajo
SOOVVO,1.0,"Spet drugi so , ko so si ga pritisnili na prsi , začutili spokojnost in mir .",0.0,0
SOOVVOO,1.0,"Igralci bodo tako , vsak v svojem vagonu muzejskega vlaka , ki si ga bodo uredili v svoje intimno prebivališče , iz popotnikov izvabljali spomine , pri tem pa si",0.0,0
SOOVVOVOSV,1.0,"Nekatere fotografije , ki so nam jih dali za objavo , sicer razkrivajo njihove obraze , vendar pravijo , da jih večina ljudi ne bo spoznala .",0.0,0
SOOVVSVOVOVV,1.0,"Saj vendar popis ni namenjen temu , da bi pravice določali glede na število manjšincev ( kot je to v navadi pri sosedih ) , temveč prej temu , da preverjamo dejanski položaj prebivalstva in popravimo , kar se popraviti da .",0.0,0
SOOVVVSVO,1.0,"Mi vam naslovov ne moremo in ne smemo posredovati , ker bi to pomenilo neposredno oglaševanje samo določenih ponudnikov storitev in blaga .",0.0,0
SOOVVVVVOSVOO,1.0,"Zato nacionalna ničta institucija individua , ki ga je zgrabila v svoj interpelacijski mehanizem , prisili , da se prepusti , podvrže , podredi neki ideologiji ; a hkrati nacionalna ničta institucija sama ne daje prednosti nobeni posebni ideologiji .",0.0,0
SOS,8.0,"Prav to je glavni adut opterona , saj bo podjetjem in razvijalcem , še posebno v poslovnem svetu , tako omogočeno varčevanje .",1.0,seveda kakšen si je tudi sam kriv velika večina je verjetno po nekem spletu okoliščin se z-
SOSOV,1.0,"To je podobno Curiejevi temperaturi , saj je nad Néelovo temperaturo snov izpostavljena faznemu prehodu in postane paramagnetna .",1.0,ja ja ja vsak ga je p- vsak ga je pogledal a ne
SOSS,1.0,"Napačno je mišljenje , da so mu bila vrata na vrh hrvaške glasbene scene zaradi znanega očeta in uspešne mame na široko odprta , zvezda iz sosednje države s slovenskimi koreninami",0.0,0
SOSSOV,0.0,0,1.0,področju popularne glasbe ker je to en tak poklic kjer se e kjer kjer kjer si zelo izpostavljen javnosti in pravzaprav ta slava je nekaj kar se je meni vedno zdelo zelo atraktivno pri takih poklicih
SOSV,15.0,"Začetki muzeja so povezani z izjemno zbirateljsko vnemo učitelja Bogdana Žolnirja ( 1908 - 1998 ) , ki ga je okrajna organizacija Zveze borcev leta 1949 postavila za predsednika t. i. zgodovinske komisije , ob uradni ustanovitvi muzeja leta 1951 pa za prvega",4.0,in to je tisto kar otrok tudi rabi a ne
SOSVO,4.0,"Zato ker je družba vedno bolj permisivna , vse dopuščajoča , se vedno manj državljanov drži pravil , ki so temeljni pogoj za rast človeka in civilizacije .",0.0,0
SOSVOOV,1.0,"Kraljica Viktorija in princ Albert sta bila odločena , da si bo njun najstarejši sin pridobil izobrazbo , ki ga bo pripravila na vlogo idealnega ustavnega monarha .",0.0,0
SOSVOOVO,1.0,"Predstavitveno pismo , ki ga je Brehm poslal Josephu Nattererju , mu je zagotovilo delovno mesto v naravoslovnem muzeju .",0.0,0
SOSVOSO,1.0,"Namreč , to je sicer splošno določilo , vendar so mi pa mnogi pravni strokovnjaki tolmačili ta člen tako , da bi za to , ker je tukaj jasno navedeno , katere so republiške javne službe , lahko bilo tem podjetjem , ki bi ,",0.0,0
SOSVOV,2.0,"Tisti , ki so jim smučarske karte ostale še od lanske sezone , pa jih bodo lahko brez doplačila zamenjali za nove , je",0.0,0
SOSVOVO,2.0,"Take so prednosti , ki jih arena ponuja moškemu , ki išče avanturo . """,0.0,0
SOSVOVVOOV,1.0,"Siliato , ki ji Barberis očita "" zelo veliko domišljije "" , hoče dokazati "" pristnost "" prta , vendar se teoloških vprašanj ne dotika .",0.0,0
SOSVOVVOVSOV,1.0,"Pri drugem pa so našteti tudi namigi , ki jih dekleta ovrednotijo in s tem fantom pomagajo bolje razumeti , kaj si res želijo oziroma katere stvari se jim zdijo pomembne .",0.0,0
SOSVS,1.0,"Tole gotovo ni darilce , kakršnega bi si človek želel ob začetku novega leta : Anna Nicole Smith , slačipunca , kvazimanekenka in igralka , očitno le ne bo bajno bogata",0.0,0
SOSVSV,1.0,"Klub , ki ga je fairfieldsko okrožje vodilo za zunanje bolnike , kakršen je bil Wally , je bil eden njegovih najljubših krajev , kamor je zahajal .",0.0,0
SOSVSVVO,1.0,"Odločitev , ki so jo sodniki sprejeli že prejšnji mesec , za zdaj še ni pravnoveljavna , kajti generalovi odvetniki so napovedali , da bodo vložili priziv na čilsko vrhovno sodišče .",0.0,0
SOSVSVVS,0.0,0,1.0,to in tisto kar predlagatelj tukaj naslavlja niso zgolj in samo ti espeji o katerih sem jaz zdaj govorila in o katerih govorite tudi eee predlagatelji
SOSVV,6.0,"Njeni dolgi utori so bile neprekinjene črte , ki jih avtomobili ne smejo prevoziti pod nobenim pogojem .",0.0,0
SOSVVO,2.0,"Način , kako ga je Lavtižarjeva prekinila , je nedopusten in pomeni kršenje ustaljenih pravil parlamentarnega odločanja , so",0.0,0
SOSVVOO,1.0,"Trgovec Bonaventura , ki ga Herman kot Juda ne mara , ustreza obema : Frideriku",0.0,0
SOSVVOS,1.0,"Množica konceptualnih in izključno likovnih elementov , ki jih Bernard vključuje v svoje umetnine , nikjer ne ustvarja praznega aditivnega dela , v katerem bi bili le sešteti posamezni postopki .",0.0,0
SOSVVOSVS,1.0,"Ta akcija , ki jo Dolenjska banka že 16. leto izvaja na Dolenjskem in v Beli krajini , ima dober odziv , saj se več kot polovica staršev odloči za obisk v banki in varčevanje za svojega otroka ; z otvoritvijo ekspoziture Dolenjske banke v Krškem in Brežicah se akcija",0.0,0
SOSVVOV,1.0,"NEMšKO : SCHLAG ; FRANCOSKO : COUP ; čEšKO : RÁNA ; SLOVAšKO : RANA ; HRVAšKO : UDARAC ; šPANSKO : GOLPE ; DANSKO : SLAG ; šVEDSKO : SLAG ) "" Udarec "" je gibanje palice navzdol , ki ga igralec naredi z namenom , da bi udaril po žogici in jo premaknil .",0.0,0
SOSVVOVO,1.0,"Ta določba je podobna določbi prvega odstavka 28. člena ZUS , z edino razliko , da ZUS določa , da je tožbi treba priložiti izpodbijani akt v izvirniku , prepisu ali kopiji .",1.0,mi smo kar eee kolega ni povedal v letošnjem letu intenzivirali obnavljanje in eee eee gradnjo na progi in pri tem opravili s- to- opisano povečanje tovornega prometa navkljub
SOSVVOVOVOO,1.0,"Na vprašanje , zakaj komandosi , ki so jih velike države najverjetneje že poslale v žarišče konfliktov , da bi sabotirali vojaške naprave in zbirali podatke o premikih srbskih enot , niso pravočasno odpeljali Rugove in drugih političnih osebnosti s Kosova , kar bi nedvomno lahko",0.0,0
SOSVVSV,1.0,"Novi zakon , ki naj bi ga poslanci obravnavali jeseni , bo , če bo seveda sprejet , med drugim določal tudi , kdo in kako bo živel v zbirnih centrih .",0.0,0
SOSVVSVV,1.0,"Ta je bil ptič v Čarodeju Fikfiku , in ker je bil ves razigran , so ga lutkarice vzele za svojo maskoto , saj so tudi same vesele narave , kot zagotavljajo in potrjujejo .",0.0,0
SOSVVVO,2.0,"In Resnica , ki so jo ljudje začeli kupovati , ne od prodajalcev časopisov , temveč čez vrtno ograjo , je prinesla popolno poročilo s fotografijami .",0.0,0
SOV,199.0,Zaledeneli žlebovi v zadnji tretjini stene me spominjajo na velike centralnoalpske ture .,50.0,če naši možje to naredijo
SOVO,59.0,"Nataša Pergar , bioenergetičarka , mojstrica poslovne komunikacije in svetovalka , pa je udeležencem razkrila povezave med čakrami , zdravjem in medsebojnimi odnosi .",8.0,v povprečju moško telo nar- di dvajset do trideset procentov več kot eee testosterona kot žensko ampak eee p- igra pomembno vlogo v zdravju tako moškega tudi eee žensk
SOVOO,2.0,"Če bo Mostec naš , ga bomo dali nekomu v upravljanje , vendar le za dejavnosti , ki so tam dovoljene , "" nam je",0.0,0
SOVOOS,1.0,"Mohar kot največji delničar Tergusa jim je sicer ponudil 20 odst. svojega deleža , česar pa delavci niso",0.0,0
SOVOOSV,1.0,"Jurij Marussig in člani KUD Ig so zbranim interpretirali njihovo poezijo , medtem ko so se učenci dramskega krožka OŠ Žužemberk pod vodstvom učiteljice Vide Bukovec predstavili s krajšo igro Raztrgana Višnja Gora in zakrpani Žužemberk .",0.0,0
SOVOOV,4.0,"Diktatura jim ni dovoljevala odkritih manifestacij nacionalne identitete , ampak jih je dušila z ideologijo režima .",0.0,0
SOVOOVO,1.0,"Jurij Vaščuk je Cirilu Šimku podaril simbolično zapestnico prijateljstva in mu s tem predal štafeto za spodbujanje idealov projekta : prijateljstva , pravičnosti in zdravega življenjskega sloga .",0.0,0
SOVOOVOOV,1.0,"Lastnica Jožica Bohak mi je ob prvem obisku prijazno predstavila zgodovino islandskih konj in mi tako ponudila pomoč ob veliki travmi , ki sem jo doživela pred nekaj meseci .",0.0,0
SOVOOVOV,1.0,"Zdravnik vam bo za zdravljenje razvitega ocvirka predpisal kremo , ki ga suši ali ga drugače uniči .",0.0,0
SOVOOVOVO,1.0,Ta je grškim bogovom ukradel ogenj in ga dal ljudem ter s tem ustvaril človeštvo .,0.0,0
SOVOOVS,1.0,"Janez Pipan , ravnatelj ljubljanske Drame , mi je zaupal režijo gledališke uspešnice Art , ki jo je napisala naturalizirana Francozinja Yasmina Reza .",0.0,0
SOVOOVV,1.0,"Njeni starši so ji nadeli vzdevek » Smiley « , ki so ga pozneje skrajšali v » Miley « , saj se je kot dojenček pogosto smejala .",0.0,0
SOVOOVVOOSVO,0.0,0,1.0,eem In kar n- nam je še tako zelo pomembno da vas v tem času smo dobili res eem tak feedback nazaj od njih ali po elektronski pošti ali po telefonu eee da so veseli da jim zdaj v teh težkih časih še bolj stojimo ob strani kot smo jim morda še prej a ne eem in jim je to zelo olajšalo vsak dan a ne
SOVOOVVVS,1.0,"Sin doktorja Massima mu je še tako hitro zamašil usta , da malim lopovom ni utegnil omeniti , da zunaj pred vrati v prepišni škatli sameva uboga prehlajena želva .",0.0,0
SOVOS,4.0,"Osvobodilna vojska Kosova bo svoje naloge predala enotam Nata , njeni pripadniki pa bodo",3.0,eee ja nekateri med njimi si izbrali tako življenje največ jih JE pa verjetno
SOVOSOV,1.0,"Novinarji vam nastavijo ogledalo - ker je podoba , ki jo vidite v njem , prijazna in všečna ,",0.0,0
SOVOSV,1.0,"Avstrijec je strelivo na sopotnikovem sedežu prekril s kapo in papirji v upanju , da ga bodo naši obmejni organi spregledali .",0.0,0
SOVOSVOVO,1.0,"Minister za šolstvo , znanost in šport dr. Slavko Gaber je svečanosti dal poseben pečat z izrečeno mislijo in pozivom novim kandidatom , da Slovenija nedvoumno potrebuje obrtne mojstre , ki predstavljajo najvišjo kvaliteto obrti , hkrati pa so nujen",0.0,0
SOVOSVOVSV,1.0,"Volilne so mi že prvi dan prinesle sive lase , saj so moji francoski prijatelji na svoji televiziji zasledili poročilo o slovenskem političnem preobratu in navalili z zasliševanji o tem , kaj se je preobrnilo .",0.0,0
SOVOSVS,1.0,"V njih je Moorova Wuornosovi vse bolj vztrajno zatrjevala , da jo policija zadržuje zaradi umorov , Wuornosova pa je",0.0,0
SOVOSVSOVO,1.0,"Velik del pragmatičnih pravil v javnem komuniciranju je zasnovan na navadi , kateri daje eksplicitno dimenzijo kolektivna ali individualna avtoriteta , ki izhaja iz posameznih "" uglednih "" vlog in statusev v socialni strukturi in kateri svoje norme komunikacijskega obnašanja vsiljujejo šibkejšim udeležencem komunikacijskih dejanj .",0.0,0
SOVOSVV,1.0,"Vse skupaj mi diši po zakonu o zaščiti redke živalske vrste v banana republiki , kjer si ga državljani potem razlagajo po svoje , če zanj sploh vedo ?",0.0,0
SOVOSVVO,1.0,"Tudi Bonifacijevi sorodniki iz Montferrata so si prilaščali Epir , zato se je Mihael leta 1210 povezal z Benečani in napadel Solunsko kraljestvo .",0.0,0
SOVOSVVV,1.0,"Podpisovanje vsake spletne strani s pomočjo oznake < ADDRESS > je odličen način , da si zagotovite , da vas bodo ljudje , ki želijo z vami stopiti v stik , tudi našli .",0.0,0
SOVOV,23.0,"Sodobna krpanka se je osvobodila nekdanjih togih oblikovalskih pravil , ki so temeljila na povezovanju pravokotniških oblik in umirjenih enobarvnih ter vzorčastih ostankov blaga .",8.0,in eee hrvaška reakcija ki ste jo zdaj videli se mi zdi absolutno napačna
SOVOVO,13.0,"Harrisonov prijatelj Michael Palin iz ekipe Leteči cirkus Montyja Pytona mu je nekoč namreč potožil , da mu je zmanjkalo denarja za film The Life of Brian .",0.0,0
SOVOVOOV,1.0,"Lateralno trženje izdelek preoblikuje tako , da mu doda potrebe , način uporabe , situacije ali ciljne skupine , ki jih ni mogoče doseči brez ustreznih sprememb .",1.0,radi znanstveniki radi e stvari še bolj zakompliciramo kot je potrebno in eee jih ne podajamo ljudem po kanalih ki jih sami uporabljajo
SOVOVOOVOVOO,0.0,0,1.0,to je pravzaprav prinese cel kup različnih težav ker dobi enega zalezovalca ki je deva občutek kot da ves čas bere njene misli kot da jo ves čas
SOVOVOS,1.0,"Ker smo novinarji do argumentov policije , ki nas nadzira , in politike , ki nam očita motivirano pristranskost , skeptični , so takšni zadržki seveda smiselni .",0.0,0
SOVOVOV,2.0,"Petlitrske steklenice vode s pipico namesto zamaška potrošniku omogočajo , da steklenico položi v hladilnik in zamašek uporablja kot pipo .",0.0,0
SOVOVOVO,4.0,"Načelo preglednosti , ki ga uvajamo v javno upravo , nam narekuje , da za stranke pomembna obvestila objavljamo tako , da so jim čim lažje dostopna .",0.0,0
SOVOVS,4.0,"smeh ) ( Grega nam je na enako vprašanje odgovoril , da ga je premagal on ,",0.0,0
SOVOVSV,2.0,"Neutolažljiva mati si je pri vladarju bogov izprosila vsaj to , da je smela hči dve tretjini leta preživeti pri njej in samo eno tretjino pri svojem soprogu .",0.0,0
SOVOVSVO,1.0,"Ta del je bil sila splošen , tako nabit z gradivom , da smo mu komaj sledili , ampak je sprehod povezovala nikoli moteča se Tajda Lekše , ki bi bila sposobna odrecitirati na pamet cel Krst pri Savici .",0.0,0
SOVOVSVOOV,1.0,"V tem primeru delodajalec delavcu ni bil dolžan omogočiti zagovora , saj so obstajale okoliščine , zaradi katerih bi bilo od delodajalca neupravičeno pričakovati , da delavcu to omogoči .",0.0,0
SOVOVSVOS,0.0,0,1.0,in seveda skupina si je pustila nekaj kar orenk pečat bi rekel v Sloveniji in vsi ti ljudje se spominjajo onih časov kot seveda najlepših mladost je bila
SOVOVSVSVSV,0.0,0,1.0,naravna katastrofa ki mi je ostala v spominu je bila ena velika toča ki nam je prišla čez vas leta okoli dva tisoč dvanajst in ful je dež padel in ful je toča padala a mi smo bili glih na morju
SOVOVV,0.0,0,1.0,edini eksponat ki se ga pa zares spomnim je pa osemmetrski model stola ki se mi zdi da prihaja iz Nizozemske
SOVOVVO,2.0,"Po drugi strani večina prebivalstva članstva v ERM 2 sprva verjetno ne bo občutila , ampak ga bo razumela samo kot potrditev , da bomo razmeroma oddaljenega leta 2007 končno zavrgli tolar .",0.0,0
SOVOVVOOS,1.0,"Taksist je nasilnega mladeniča zgrabil za roko in mu poskušal vzeti orožje , med prerivanjem pa ga je S. Z. z ročajem pištole",0.0,0
SOVOVVOOVS,1.0,"In čeprav je dr. Dolenc prepričan , da Savinjski ne dolguje ničesar , bi rad videl , če bi nekje uredili spominsko sobo ali galerijo , v kateri bi se predstavili zgornjesavinjski umetniki .",0.0,0
SOVOVVOVO,1.0,"Igra teh pomenov , ki jih lahko izpeljemo iz imena , nas je spodbudila k delu , razvoju in želji , da odpremo ta vinska vrata in ponudimo naša zlata vina , je",0.0,0
SOVOVVOVV,1.0,"Trije izmed gostov naj bi bili policista obkolili , ju začeli odrivati , ju zbili na tla in zbrcali .",0.0,0
SOVOVVV,1.0,"Morosina se mi je smejala , vendar me je spremljala , ko sem se sklenil vrniti na otok .",1.0,eem to mi ni bilo tako zanimivo glih ker eee sem se po notah pa vse pa rajši bi te se kaj naučil da bi zašpilati znal zdaj pa
SOVOVVVOS,0.0,0,1.0,ta beseda pridni ki ste jo uporabili se mi zdi še posebej pomenljiva sploh za Slovence ki po eni strani se radi bahamo s to vrlino po drugi strani pa kadarkoli označimo eee koga da je priden se ljudje
SOVOVVVS,0.0,0,1.0,jaz sem se še to sam nekaj po notah učil pa mi je šlo počasi ker je na harmoniki pač ni to tako kot na klavirju
SOVS,57.0,"To je izpostavljena škrbina v grebenu , ki jo zapira previsen in skrajno krušljiv stolp .",8.0,eem to me še zanima zdaj je razstava mmm
SOVSO,6.0,"Odbor amandma podpira , Vlada amandmaja ne",1.0,torej vsi ga imamo moški ga
SOVSOOV,1.0,"Take divje stvari mi blodijo po glavi , nenehno , brez prestanka , stalno - in nihče me tega ne odreši .",0.0,0
SOVSOSVVOV,1.0,"Proletarci so bili polni tudi zgodb iz svoje "" bogate "" seksualne zgodovine , v katerih so se gnetle pohotne rasne lepotice , na kolenih moledujoče za spolno potešitev , katerih so se modroovratniški mojstri na koncu le usmilili in pokazali , kako se stvari streže .",0.0,0
SOVSOV,6.0,"Krčmar ga je zaradi vsega tega okaral , danes pa je gostilna , ki se je razglasila za naslednico zakletega gradu ,",0.0,0
SOVSOVS,1.0,"Posebej opazna je bila pred časom njegova kreacija , ki jo je nosila ena od finalistk na izboru Naj soseda , ki ga je pripravil eden od znanih slovenskih tednikov .",0.0,0
SOVSOVSO,1.0,"Sikboj me je že opozoru na to , pa tud sam sem to že skoz dal ; sam nben prejšn opozarjanje al pa izkušne te ne",0.0,0
SOVSOVSV,1.0,"Graščak ga je surovo odgnal od praga , a prosjak ga je preklel in graščak se je s svojim bogastvom , z denarjem in zlatom pogreznil v zemljo .",0.0,0
SOVSOVV,2.0,"Prav dramaturgija nas namreč opozarja , da sta dramska in gledališka umetnina soodvisni in ju je treba spoznavati kot soodvisni in s posebnimi didaktično - metodičnimi postopki .",0.0,0
SOVSOVVVV,1.0,"Resno drhtenje , ki ga je spremljala mučna slabost v želodcu , jo je preplavljalo v močnih valovih , ki se niso hoteli umiriti , naj si je še tako prizadevala .",0.0,0
SOVSS,0.0,0,1.0,in sicer to je ta točka ki nam prikazuje dejansko translacijska temperatura je itak tristo kelvinov povsod fiksirana tukaj je pa še rotacijska temperatura tristo
SOVSSO,1.0,"Golf v Evropi in svetu še zdaleč ni šport elite , saj ga igra okrog 70 milijonov ljudi , kar ga",0.0,0
SOVSV,13.0,Napeto polna jadra so Lolo vlekla ostro proti vetru in jadrnica se je čedalje bolj nagibala .,3.0,dobro saj zdaj vznožje ali če je to dvesto tristo petsto metrov nadmorske višine to ne bo šel zdaj nobeden preverjat v naših koncih ne
SOVSVO,8.0,"Holistični pristop k zdravljenju , ki so ga zagovarjali vsi predavatelji , pomeni predvsem ukvarjanje s sabo .",1.0,tako ime ja tako da mi to objavimo ne tako da ta ki bo odprl internetno stran da takoj
SOVSVOOVS,1.0,"DDV z omenjenima stopnjama in trošarine , katerih uvedbo tudi predlaga vlada , naj bi s stališča proračunskih prilivov zagotovili toliko sredstev ( skupaj 13,7 odstotka BDP ) , kot jih zdaj zagotavlja prometni davek .",0.0,0
SOVSVOS,1.0,"Ena od tem današnjega koalicijskega sestanka naj bi bil tudi očitek ljudske stranke , ki ga je izrekla na petkovem sestanku SLS v Dragatušu , da naj bi liberalna demokracija večkrat prekršila koalicijsko pogodbo kot ljudska stranka ; to naj bi se",0.0,0
SOVSVOSV,1.0,"Veterinar vsakega kmeta pri zdravljenju opozori na to in vsak kmet ima t. i. hlevsko knjigo , kamor se te stvari zapisujejo .",0.0,0
SOVSVOSVO,0.0,0,1.0,mi tega nismo predlagali in naš predlog ni razbremenitev gospodarstva s tem predlogom ampak razbremenitev davčnega dohodninskega zavezanca to se pravi milijon in pol ljudi v tej državi ki jim država pač izračuna dohodnino
SOVSVOVO,2.0,"Kritiki sistema to najpogosteje prikazujejo s teoretičnim modelom , po katerem bi stranka , ki bi v vseh okrajih dobila poslance z 51 odstotki glasov , zasedla ves DZ .",0.0,0
SOVSVS,2.0,"Profesionalizem je sila kruta stvar in marsikdaj se športniku po robu postavijo številne okoliščine , skoraj nepremostljive , ko se pojavijo tudi razmišljanja o predčasnem koncu kariere .",0.0,0
SOVSVSO,1.0,"To drevesce je trdno ogrodje , ki ga s procesom , imenovanim "" zunanja sekrecija "" , tvorijo majhni polipi , nekakšne vetrnice , od katerih ima vsaka osem lovk , razvrščenih v obliki cveta .",0.0,0
