Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
Певец <nsubj попросил >obj жену	Певец	попросил	жену	1	1.7	ABC	3	попросил
Первенство <nsubj обеспечил >obj показатель	Первенство	обеспечил	показатель	1	1.7	ABC	3	обеспечил
Переезд <nsubj повлек >obj переборку	Переезд	повлек	переборку	1	1.7	ABC	3	повлек
Пикет <obj охраняет >nsubj милиция	Пикет	охраняет	милиция	1	1.7	ABC	3	охраняет
Пилоты <nsubj совершали >obj рейсы	Пилоты	совершали	рейсы	1	1.7	ABC	3	совершали
Пискун <nsubj занял >obj кабинет	Пискун	занял	кабинет	1	1.7	ABC	3	занял
План <nsubj напоминал >obj лук	План	напоминал	лук	1	1.7	ABC	3	напоминал
Победу <obj принес >nsubj бросок	Победу	принес	бросок	1	1.7	ABC	3	принес
Повстанцы <nsubj окружили >obj город	Повстанцы	окружили	город	1	1.7	ABC	3	окружили
Погода <nsubj иллюстрировала >obj хаос	Погода	иллюстрировала	хаос	1	1.7	ABC	3	иллюстрировала
Погода <nsubj обновила >obj рекорды	Погода	обновила	рекорды	1	1.7	ABC	3	обновила
Пограничники <nsubj пропускают >obj фуры	Пограничники	пропускают	фуры	1	1.7	ABC	3	пропускают
Погрузка <nsubj показала >obj рост	Погрузка	показала	рост	1	1.7	ABC	3	показала
Подведение <nsubj показало >obj повышение	Подведение	показало	повышение	1	1.7	ABC	3	показало
Подвезли >nsubj молодцы >obj картошку	Подвезли	молодцы	картошку	1	1.7	ABC	3	Подвезли
Подписчики <nsubj написали >obj комментарии	Подписчики	написали	комментарии	1	1.7	ABC	3	написали
Подразделения <nsubj показали >obj результаты	Подразделения	показали	результаты	1	1.7	ABC	3	показали
Подразделения <nsubj пресекли >obj деятельность	Подразделения	пресекли	деятельность	1	1.7	ABC	3	пресекли
Подробности <obj приводит >nsubj сайт	Подробности	приводит	сайт	1	1.7	ABC	3	приводит
Подростки <nsubj прочтут >obj текст	Подростки	прочтут	текст	1	1.7	ABC	3	прочтут
Пожарные <nsubj локализовали >obj очаг	Пожарные	локализовали	очаг	1	1.7	ABC	3	локализовали
Поклонники <nsubj устроили >obj обсуждение	Поклонники	устроили	обсуждение	1	1.7	ABC	3	устроили
Покупку <obj профинансирует >nsubj фонд	Покупку	профинансирует	фонд	1	1.7	ABC	3	профинансирует
Политик <nsubj высказывал >obj мнение	Политик	высказывал	мнение	1	1.7	ABC	3	высказывал
Политрук <nsubj читал >obj газеты	Политрук	читал	газеты	1	1.7	ABC	3	читал
Полицейские <nsubj обнаружили >obj пятна	Полицейские	обнаружили	пятна	1	1.7	ABC	3	обнаружили
Полиция <nsubj ведет >obj поиски	Полиция	ведет	поиски	1	1.7	ABC	3	ведет
Полиция <nsubj выдвинула >obj версию	Полиция	выдвинула	версию	1	1.7	ABC	3	выдвинула
Полиция <nsubj задержала >obj жителя	Полиция	задержала	жителя	1	1.7	ABC	3	задержала
Полиция <nsubj начала >obj розыск	Полиция	начала	розыск	1	1.7	ABC	3	начала
Полиция <nsubj призвала >obj граждан	Полиция	призвала	граждан	1	1.7	ABC	3	призвала
Полиция <nsubj провела >obj проверку	Полиция	провела	проверку	1	1.7	ABC	3	провела
Полиция <nsubj проводит >obj расследование	Полиция	проводит	расследование	1	1.7	ABC	3	проводит
Полиция <nsubj установила >obj личность	Полиция	установила	личность	1	1.7	ABC	3	установила
Полотна <nsubj украсили >obj здания	Полотна	украсили	здания	1	1.7	ABC	3	украсили
Полпред <nsubj выразил >obj точку	Полпред	выразил	точку	1	1.7	ABC	3	выразил
Полпред <nsubj назвал >obj госкомпании	Полпред	назвал	госкомпании	1	1.7	ABC	3	назвал
Полыньи <nsubj преграждают >obj путь	Полыньи	преграждают	путь	1	1.7	ABC	3	преграждают
Пользователи <nsubj оценили >obj находчивость	Пользователи	оценили	находчивость	1	1.7	ABC	3	оценили
Пользователи <nsubj увидели >obj сравнение	Пользователи	увидели	сравнение	1	1.7	ABC	3	увидели
Помехи <obj испытывали >nsubj авиарейсы	Помехи	испытывали	авиарейсы	1	1.7	ABC	3	испытывали
Помощник <nsubj подтвердил >obj информацию	Помощник	подтвердил	информацию	1	1.7	ABC	3	подтвердил
Помпео <nsubj занимает >obj пост	Помпео	занимает	пост	1	1.7	ABC	3	занимает
Поправки <obj приняли >nsubj депутаты	Поправки	приняли	депутаты	1	1.7	ABC	3	приняли
Поправку <obj разработал >nsubj депутат	Поправку	разработал	депутат	1	1.7	ABC	3	разработал
Попы <nsubj отхватывают >obj заутреню	Попы	отхватывают	заутреню	1	1.7	ABC	3	отхватывают
Портреты <nsubj напоминают >obj летчиков	Портреты	напоминают	летчиков	1	1.7	ABC	3	напоминают
Порфирий <nsubj перепутал >obj числа	Порфирий	перепутал	числа	1	1.7	ABC	3	перепутал
Порядка <nsubj поменяли >obj участок	Порядка	поменяли	участок	1	1.7	ABC	3	поменяли
Порядок <nsubj определяет >obj механизм	Порядок	определяет	механизм	1	1.7	ABC	3	определяет
Порядок <nsubj определяет >obj назначение	Порядок	определяет	назначение	1	1.7	ABC	3	определяет
Порядок <nsubj устанавливает >obj условия	Порядок	устанавливает	условия	1	1.7	ABC	3	устанавливает
Посещение <nsubj сняло >obj камень	Посещение	сняло	камень	1	1.7	ABC	3	сняло
Послы <nsubj написали >obj статьи	Послы	написали	статьи	1	1.7	ABC	3	написали
Посол <nsubj послал >obj письмо	Посол	послал	письмо	1	1.7	ABC	3	послал
Пост <nsubj набрал >obj популярность	Пост	набрал	популярность	1	1.7	ABC	3	набрал
Пост <obj занял >nsubj тутси	Пост	занял	тутси	1	1.7	ABC	3	занял
Поставку <obj предусматривать >nsubj соглашение	Поставку	предусматривать	соглашение	1	1.7	ABC	3	предусматривать
Постановление <nsubj объявляет >obj соглашения	Постановление	объявляет	соглашения	1	1.7	ABC	3	объявляет
Потакание <nsubj вызывает >obj озабоченность	Потакание	вызывает	озабоченность	1	1.7	ABC	3	вызывает
Появление <nsubj дало >obj надежду	Появление	дало	надежду	1	1.7	ABC	3	дало
Правительство <nsubj внесло >obj проект	Правительство	внесло	проект	1	1.7	ABC	3	внесло
Правительство <nsubj национализировало >obj банк	Правительство	национализировало	банк	1	1.7	ABC	3	национализировало
Правительство <nsubj обсудит >obj ответ	Правительство	обсудит	ответ	1	1.7	ABC	3	обсудит
Правительство <nsubj объявило >obj понедельник	Правительство	объявило	понедельник	1	1.7	ABC	3	объявило
Правительство <nsubj представит >obj стратегию	Правительство	представит	стратегию	1	1.7	ABC	3	представит
Правительство <nsubj приняло >obj постановление	Правительство	приняло	постановление	1	1.7	ABC	3	приняло
Правительство <nsubj считает >obj требование	Правительство	считает	требование	1	1.7	ABC	3	считает
Право <obj имеют >nsubj вкладчиков	Право	имеют	вкладчиков	1	1.7	ABC	3	имеют
Право <obj имеют >nsubj специалисты	Право	имеют	специалисты	1	1.7	ABC	3	имеют
Предложение <nsubj предусматривает >obj осуществление	Предложение	предусматривает	осуществление	1	1.7	ABC	3	предусматривает
Предпочтение <obj отдали >nsubj процент	Предпочтение	отдали	процент	1	1.7	ABC	3	отдали
Предприниматель <nsubj планировал >obj полет	Предприниматель	планировал	полет	1	1.7	ABC	3	планировал
Председатель <nsubj назвал >obj переговоры	Председатель	назвал	переговоры	1	1.7	ABC	3	назвал
Председатель <nsubj опроверг >obj информацию	Председатель	опроверг	информацию	1	1.7	ABC	3	опроверг
Председатель <nsubj прочитал >obj роман	Председатель	прочитал	роман	1	1.7	ABC	3	прочитал
Председатель <nsubj расценила >obj действия	Председатель	расценила	действия	1	1.7	ABC	3	расценила
Представители <nsubj назвали >obj ситуацию	Представители	назвали	ситуацию	1	1.7	ABC	3	назвали
Представители <nsubj напоминают >obj сверчков	Представители	напоминают	сверчков	1	1.7	ABC	3	напоминают
Представители <nsubj объясняют >obj спад	Представители	объясняют	спад	1	1.7	ABC	3	объясняют
Представители <nsubj подтвердили >obj существование	Представители	подтвердили	существование	1	1.7	ABC	3	подтвердили
Представители <nsubj познакомят >obj горстей	Представители	познакомят	горстей	1	1.7	ABC	3	познакомят
Представители <nsubj призвали >obj власти	Представители	призвали	власти	1	1.7	ABC	3	призвали
Представители <nsubj прокомментировали >obj информацию	Представители	прокомментировали	информацию	1	1.7	ABC	3	прокомментировали
Представители <nsubj расценили >obj появление	Представители	расценили	появление	1	1.7	ABC	3	расценили
Представители <nsubj согласовали >obj поправки	Представители	согласовали	поправки	1	1.7	ABC	3	согласовали
Представитель <nsubj назвал >obj борьбу	Представитель	назвал	борьбу	1	1.7	ABC	3	назвал
Представитель <nsubj назвала >obj заявления	Представитель	назвала	заявления	1	1.7	ABC	3	назвала
Представитель <nsubj призвал >obj власти	Представитель	призвал	власти	1	1.7	ABC	3	призвал
Президент <nsubj выразил >obj благодарность	Президент	выразил	благодарность	1	1.7	ABC	3	выразил
Президент <nsubj выразил >obj обеспокоенность	Президент	выразил	обеспокоенность	1	1.7	ABC	3	выразил
Президент <nsubj издаёт >obj указы	Президент	издаёт	указы	1	1.7	ABC	3	издаёт
Президент <nsubj назвал >obj инцидент	Президент	назвал	инцидент	1	1.7	ABC	3	назвал
Президент <nsubj назвал >obj сборную	Президент	назвал	сборную	1	1.7	ABC	3	назвал
Президент <nsubj назвала >obj Гран-при	Президент	назвала	Гран-при	1	1.7	ABC	3	назвала
Президент <nsubj отверг >obj ультиматум	Президент	отверг	ультиматум	1	1.7	ABC	3	отверг
Президент <nsubj оценил >obj введение	Президент	оценил	введение	1	1.7	ABC	3	оценил
Президент <nsubj подверг >obj самолеты	Президент	подверг	самолеты	1	1.7	ABC	3	подверг
Президент <nsubj поддел >obj журналиста	Президент	поддел	журналиста	1	1.7	ABC	3	поддел
Президент <nsubj подписал >obj закон	Президент	подписал	закон	1	1.7	ABC	3	подписал
Президент <nsubj подписал >obj указ	Президент	подписал	указ	1	1.7	ABC	3	подписал
Президент <nsubj принял >obj посла	Президент	принял	посла	1	1.7	ABC	3	принял
Президент <nsubj принял >obj решение	Президент	принял	решение	1	1.7	ABC	3	принял
Президент <nsubj присвоил >obj звание	Президент	присвоил	звание	1	1.7	ABC	3	присвоил
Президент <nsubj сравнил >obj тело	Президент	сравнил	тело	1	1.7	ABC	3	сравнил
Президент <nsubj утверждает >obj доктрину	Президент	утверждает	доктрину	1	1.7	ABC	3	утверждает
Президиум <nsubj отменил >obj часть	Президиум	отменил	часть	1	1.7	ABC	3	отменил
Президиум <nsubj утвердил >obj решения	Президиум	утвердил	решения	1	1.7	ABC	3	утвердил
Премию <obj получил >nsubj выходец	Премию	получил	выходец	1	1.7	ABC	3	получил
Премию <obj получил >nsubj худрук	Премию	получил	худрук	1	1.7	ABC	3	получил
Премьер-министр <nsubj поддержал >obj предложение	Премьер-министр	поддержал	предложение	1	1.7	ABC	3	поддержал
Премьер-министр <nsubj поздравил >obj биатлонисток	Премьер-министр	поздравил	биатлонисток	1	1.7	ABC	3	поздравил
Премьер-министр <nsubj призвал >obj страны	Премьер-министр	призвал	страны	1	1.7	ABC	3	призвал
Премьер-министр <nsubj совершит >obj поездку	Премьер-министр	совершит	поездку	1	1.7	ABC	3	совершит
Премьер-министр <nsubj созвал >obj совещание	Премьер-министр	созвал	совещание	1	1.7	ABC	3	созвал
Премьер-министр <nsubj утвердил >obj рекомендации	Премьер-министр	утвердил	рекомендации	1	1.7	ABC	3	утвердил
Препараты <nsubj занимают >obj место	Препараты	занимают	место	1	1.7	ABC	3	занимают
Пресс-секретарь <nsubj назвал >obj статью	Пресс-секретарь	назвал	статью	1	1.7	ABC	3	назвал
Пресс-секретарь <nsubj опроверг >obj сообщения	Пресс-секретарь	опроверг	сообщения	1	1.7	ABC	3	опроверг
Пресса <nsubj связала >obj появление	Пресса	связала	появление	1	1.7	ABC	3	связала
Преступники <nsubj обстреляли >obj машину	Преступники	обстреляли	машину	1	1.7	ABC	3	обстреляли
Префект <nsubj поддержал >obj идею	Префект	поддержал	идею	1	1.7	ABC	3	поддержал
Прибор <nsubj воспроизводит >obj принципы	Прибор	воспроизводит	принципы	1	1.7	ABC	3	воспроизводит
Приглашение <nsubj застало >obj руководство	Приглашение	застало	руководство	1	1.7	ABC	3	застало
Приговор <obj суд <nsubj вынесет	Приговор	суд	вынесет	1	1.7	ABC	3	вынесет
Приезд <nsubj поднял >obj дух	Приезд	поднял	дух	1	1.7	ABC	3	поднял
Приложение <nsubj включает >obj информацию	Приложение	включает	информацию	1	1.7	ABC	3	включает
Принц <nsubj перевозил >obj золото	Принц	перевозил	золото	1	1.7	ABC	3	перевозил
Принц <nsubj привез >obj одежду	Принц	привез	одежду	1	1.7	ABC	3	привез
Приобрел >obj монету >nsubj бизнесмен	Приобрел	монету	бизнесмен	1	1.7	ABC	3	Приобрел
Пробку <obj венчает >nsubj герб	Пробку	венчает	герб	1	1.7	ABC	3	венчает
Проблему <obj представитель <nsubj назвал	Проблему	представитель	назвал	1	1.7	ABC	3	назвал
Программа <nsubj включает >obj рэп	Программа	включает	рэп	1	1.7	ABC	3	включает
Программа <nsubj сообщила >obj имена	Программа	сообщила	имена	1	1.7	ABC	3	сообщила
Проект <nsubj осуществляет >obj фонд	Проект	осуществляет	фонд	1	1.7	ABC	3	осуществляет
Проект <nsubj получил >obj заключение	Проект	получил	заключение	1	1.7	ABC	3	получил
Проект <nsubj предполагает >obj внедрение	Проект	предполагает	внедрение	1	1.7	ABC	3	предполагает
Проект <nsubj предполагает >obj работу	Проект	предполагает	работу	1	1.7	ABC	3	предполагает
Проект <nsubj предполагает >obj создание	Проект	предполагает	создание	1	1.7	ABC	3	предполагает
Проект <nsubj предполагает >obj строительство	Проект	предполагает	строительство	1	1.7	ABC	3	предполагает
Проект <nsubj представлял >obj будку	Проект	представлял	будку	1	1.7	ABC	3	представлял
Проект <nsubj представлять >obj экшн	Проект	представлять	экшн	1	1.7	ABC	3	представлять
Проект <nsubj предусматривает >obj аренду	Проект	предусматривает	аренду	1	1.7	ABC	3	предусматривает
Проект <nsubj символизировал >obj освобождение	Проект	символизировал	освобождение	1	1.7	ABC	3	символизировал
Проект <obj представил >nsubj инженер	Проект	представил	инженер	1	1.7	ABC	3	представил
Прокатчик <nsubj подавал >obj дoкументы	Прокатчик	подавал	дoкументы	1	1.7	ABC	3	подавал
Прокуратура <nsubj закрыла >obj дело	Прокуратура	закрыла	дело	1	1.7	ABC	3	закрыла
Прокуратура <nsubj обжаловала >obj решение	Прокуратура	обжаловала	решение	1	1.7	ABC	3	обжаловала
Прокуратура <nsubj подтвердила >obj законность	Прокуратура	подтвердила	законность	1	1.7	ABC	3	подтвердила
Прокурор <nsubj поддержала >obj позицию	Прокурор	поддержала	позицию	1	1.7	ABC	3	поддержала
Промывка <nsubj затронет >obj объекты	Промывка	затронет	объекты	1	1.7	ABC	3	затронет
Прототип <obj марка <nsubj представила	Прототип	марка	представила	1	1.7	ABC	3	представила
Професор <nsubj дав >obj Голос	Професор	дав	Голос	1	1.7	ABC	3	дав
Пуля <nsubj догонит >obj сердце	Пуля	догонит	сердце	1	1.7	ABC	3	догонит
Путешественник <nsubj преодолел >obj меридиан	Путешественник	преодолел	меридиан	1	1.7	ABC	3	преодолел
Р[адлов <nsubj произв[ел >obj впеч[атление	Р[адлов	произв[ел	впеч[атление	1	1.7	ABC	3	произв[ел
РЖД <nsubj модернизирует >obj инфраструктуру	РЖД	модернизирует	инфраструктуру	1	1.7	ABC	3	модернизирует
Работы <obj ведет >nsubj компания	Работы	ведет	компания	1	1.7	ABC	3	ведет
Радич <nsubj исказил >obj существо	Радич	исказил	существо	1	1.7	ABC	3	исказил
Разговор <nsubj носил >obj характер	Разговор	носил	характер	1	1.7	ABC	3	носил
Размещение <obj оплачивает >nsubj общество	Размещение	оплачивает	общество	1	1.7	ABC	3	оплачивает
Разнообразие <obj вносит >nsubj ожидание	Разнообразие	вносит	ожидание	1	1.7	ABC	3	вносит
Райкомы <nsubj дали >obj распоряжения	Райкомы	дали	распоряжения	1	1.7	ABC	3	дали
Ракета <nsubj поразила >obj цель	Ракета	поразила	цель	1	1.7	ABC	3	поразила
Ранчич <nsubj прокомментировала >obj находку	Ранчич	прокомментировала	находку	1	1.7	ABC	3	прокомментировала
Раскритиковал >obj ресторан >nsubj ректор	Раскритиковал	ресторан	ректор	1	1.7	ABC	3	Раскритиковал
Расходы <nsubj превышают >obj возможности	Расходы	превышают	возможности	1	1.7	ABC	3	превышают
Реализацию <obj осуществляет >nsubj министерство	Реализацию	осуществляет	министерство	1	1.7	ABC	3	осуществляет
Реализация <nsubj превзошла >obj прогноз	Реализация	превзошла	прогноз	1	1.7	ABC	3	превзошла
Ребята <nsubj встретили >obj возвращение	Ребята	встретили	возвращение	1	1.7	ABC	3	встретили
Ребята <nsubj написали >obj впечатления	Ребята	написали	впечатления	1	1.7	ABC	3	написали
Ребята <nsubj нашли >obj источник	Ребята	нашли	источник	1	1.7	ABC	3	нашли
Режиссер <nsubj объяснил >obj причины	Режиссер	объяснил	причины	1	1.7	ABC	3	объяснил
Результат <nsubj устраивает >obj банки	Результат	устраивает	банки	1	1.7	ABC	3	устраивает
Реклама <nsubj подразумевает >obj свободу	Реклама	подразумевает	свободу	1	1.7	ABC	3	подразумевает
Рекомендации <nsubj содержали >obj возведение	Рекомендации	содержали	возведение	1	1.7	ABC	3	содержали
Репортер <nsubj заключил >obj договор	Репортер	заключил	договор	1	1.7	ABC	3	заключил
Решение <nsubj вызвало >obj критики	Решение	вызвало	критики	1	1.7	ABC	3	вызвало
Решение <nsubj вызвало >obj реакцию	Решение	вызвало	реакцию	1	1.7	ABC	3	вызвало
Решение <obj лидер <nsubj пояснил	Решение	лидер	пояснил	1	1.7	ABC	3	пояснил
Решение <obj принимало >nsubj правительство	Решение	принимало	правительство	1	1.7	ABC	3	принимало
Решение <obj принимать >nsubj операторы	Решение	принимать	операторы	1	1.7	ABC	3	принимать
Рештовання <obj люде <nsubj розтяг- ли	Рештовання	люде	розтяг- ли	1	1.7	ABC	3	розтяг- ли
Родители <nsubj вызвали >obj помощь	Родители	вызвали	помощь	1	1.7	ABC	3	вызвали
Роль <obj играл >nsubj прораб	Роль	играл	прораб	1	1.7	ABC	3	играл
Роль <obj подчеркнули >nsubj представителя	Роль	подчеркнули	представителя	1	1.7	ABC	3	подчеркнули
Россиянин <nsubj имел >obj долг	Россиянин	имел	долг	1	1.7	ABC	3	имел
Рост <obj поддерживают >nsubj данные	Рост	поддерживают	данные	1	1.7	ABC	3	поддерживают
Руководители <nsubj обсудят >obj проблемы	Руководители	обсудят	проблемы	1	1.7	ABC	3	обсудят
Руководитель <nsubj выразил >obj надежду	Руководитель	выразил	надежду	1	1.7	ABC	3	выразил
Руководитель <nsubj обозначила >obj области	Руководитель	обозначила	области	1	1.7	ABC	3	обозначила
Руководитель <nsubj счел >obj размещение	Руководитель	счел	размещение	1	1.7	ABC	3	счел
Руководство <nsubj запретило >obj проведение	Руководство	запретило	проведение	1	1.7	ABC	3	запретило
Руководство <nsubj отрицает >obj причастность	Руководство	отрицает	причастность	1	1.7	ABC	3	отрицает
Руководство <nsubj предприняло >obj шаги	Руководство	предприняло	шаги	1	1.7	ABC	3	предприняло
Русснефть <nsubj погасила >obj выпуск	Русснефть	погасила	выпуск	1	1.7	ABC	3	погасила
СК <nsubj возбудил >obj дело	СК	возбудил	дело	1	1.7	ABC	3	возбудил
СМИ <nsubj искажают >obj информацию	СМИ	искажают	информацию	1	1.7	ABC	3	искажают
СМИ <nsubj назвали >obj имя	СМИ	назвали	имя	1	1.7	ABC	3	назвали
СМИ <nsubj опубликовали >obj фото	СМИ	опубликовали	фото	1	1.7	ABC	3	опубликовали
СМИ <nsubj подхватят >obj информацию	СМИ	подхватят	информацию	1	1.7	ABC	3	подхватят
СМИ <nsubj сообщили >obj имя	СМИ	сообщили	имя	1	1.7	ABC	3	сообщили
СУ <nsubj оценивает >obj инвестиции	СУ	оценивает	инвестиции	1	1.7	ABC	3	оценивает
США <nsubj внесли >obj заявления	США	внесли	заявления	1	1.7	ABC	3	внесли
США <nsubj внесли >obj проекты	США	внесли	проекты	1	1.7	ABC	3	внесли
США <nsubj занимают >obj место	США	занимают	место	1	1.7	ABC	3	занимают
США <nsubj проводят >obj переговоры	США	проводят	переговоры	1	1.7	ABC	3	проводят
США <obj представлял >nsubj генерал	США	представлял	генерал	1	1.7	ABC	3	представлял
Самолет <nsubj потерпел >obj катастрофу	Самолет	потерпел	катастрофу	1	1.7	ABC	3	потерпел
Самолет <nsubj потерпел >obj крушение	Самолет	потерпел	крушение	1	1.7	ABC	3	потерпел
Самолет <nsubj пробил >obj заграждение	Самолет	пробил	заграждение	1	1.7	ABC	3	пробил
Сбербанк <nsubj выразил >obj готовность	Сбербанк	выразил	готовность	1	1.7	ABC	3	выразил
Сборная <nsubj вернула >obj лидерство	Сборная	вернула	лидерство	1	1.7	ABC	3	вернула
Сборная <nsubj сохранила >obj позиции	Сборная	сохранила	позиции	1	1.7	ABC	3	сохранила
Свет <nsubj дает >obj видимость	Свет	дает	видимость	1	1.7	ABC	3	дает
Светличный <nsubj сломал >obj ногу	Светличный	сломал	ногу	1	1.7	ABC	3	сломал
Священник <nsubj тормошит >obj людей	Священник	тормошит	людей	1	1.7	ABC	3	тормошит
Сделка <nsubj получила >obj одобрение	Сделка	получила	одобрение	1	1.7	ABC	3	получила
Секретариат <nsubj подверг >obj правительство	Секретариат	подверг	правительство	1	1.7	ABC	3	подверг
Секретариат <nsubj публиковать >obj информацию	Секретариат	публиковать	информацию	1	1.7	ABC	3	публиковать
Секретарь <nsubj подчеркнул >obj важность	Секретарь	подчеркнул	важность	1	1.7	ABC	3	подчеркнул
Семью <obj разрушило >nsubj неуважение	Семью	разрушило	неуважение	1	1.7	ABC	3	разрушило
Сенатор <nsubj считает >obj ситуацию	Сенатор	считает	ситуацию	1	1.7	ABC	3	считает
Сережа <nsubj видел >obj библиотеки	Сережа	видел	библиотеки	1	1.7	ABC	3	видел
Серию <obj оценили >nsubj жители	Серию	оценили	жители	1	1.7	ABC	3	оценили
Серия <nsubj предзнаменовала >obj геноцид	Серия	предзнаменовала	геноцид	1	1.7	ABC	3	предзнаменовала
Система <nsubj представляет >obj совокупность	Система	представляет	совокупность	1	1.7	ABC	3	представляет
Системы <obj используют >nsubj компаний	Системы	используют	компаний	1	1.7	ABC	3	используют
Ситуацию <obj усугубляет >nsubj война	Ситуацию	усугубляет	война	1	1.7	ABC	3	усугубляет
Скорость <nsubj превышает >obj скорость	Скорость	превышает	скорость	1	1.7	ABC	3	превышает
Следствие <nsubj вменяло >obj совершение	Следствие	вменяло	совершение	1	1.7	ABC	3	вменяло
Следствие <nsubj даст >obj оценку	Следствие	даст	оценку	1	1.7	ABC	3	даст
Следствие <nsubj инкриминирует >obj хищение	Следствие	инкриминирует	хищение	1	1.7	ABC	3	инкриминирует
Слова <obj передает >nsubj Спорт	Слова	передает	Спорт	1	1.7	ABC	3	передает
Слова <obj приводит >nsubj телеканал	Слова	приводит	телеканал	1	1.7	ABC	3	приводит
Слог <nsubj напоминает >obj ряд	Слог	напоминает	ряд	1	1.7	ABC	3	напоминает
Служба <nsubj опровергла >obj заявление	Служба	опровергла	заявление	1	1.7	ABC	3	опровергла
Слушатели <nsubj сравнивали >obj речь	Слушатели	сравнивали	речь	1	1.7	ABC	3	сравнивали
Снегу <nsubj намело >obj уйму	Снегу	намело	уйму	1	1.7	ABC	3	намело
Собор <nsubj представлял >obj вид	Собор	представлял	вид	1	1.7	ABC	3	представлял
Собчак <nsubj занимала >obj пост	Собчак	занимала	пост	1	1.7	ABC	3	занимала
Собчак <nsubj назвала >obj номер	Собчак	назвала	номер	1	1.7	ABC	3	назвала
Совет <nsubj готовит >obj доклад	Совет	готовит	доклад	1	1.7	ABC	3	готовит
Совет <nsubj направил >obj письмо	Совет	направил	письмо	1	1.7	ABC	3	направил
Совет <nsubj одобрил >obj закон	Совет	одобрил	закон	1	1.7	ABC	3	одобрил
Совет <nsubj принял >obj резолюцию	Совет	принял	резолюцию	1	1.7	ABC	3	принял
Совет <obj покинули >nsubj заместитель	Совет	покинули	заместитель	1	1.7	ABC	3	покинули
Советник <nsubj обратили >obj внимание	Советник	обратили	внимание	1	1.7	ABC	3	обратили
Соглашение <obj подписали >nsubj губернатор	Соглашение	подписали	губернатор	1	1.7	ABC	3	подписали
Создание <nsubj совмещает >obj свободу	Создание	совмещает	свободу	1	1.7	ABC	3	совмещает
Солдаты <nsubj угощают >obj девчат	Солдаты	угощают	девчат	1	1.7	ABC	3	угощают
Сон <nsubj отгоняет >obj тягости	Сон	отгоняет	тягости	1	1.7	ABC	3	отгоняет
Сотрудники <nsubj забрали >obj кошелек	Сотрудники	забрали	кошелек	1	1.7	ABC	3	забрали
Сотрудники <nsubj задержали >obj уроженцев	Сотрудники	задержали	уроженцев	1	1.7	ABC	3	задержали
Сотрудники <nsubj подготовят >obj фасады	Сотрудники	подготовят	фасады	1	1.7	ABC	3	подготовят
Сотрудники <nsubj пресекли >obj деятельность	Сотрудники	пресекли	деятельность	1	1.7	ABC	3	пресекли
Сотрудники <nsubj убили >obj жирафа	Сотрудники	убили	жирафа	1	1.7	ABC	3	убили
Софинансирование <nsubj включает >obj финансирование	Софинансирование	включает	финансирование	1	1.7	ABC	3	включает
Сочетание <nsubj подчёркивает >obj цельность	Сочетание	подчёркивает	цельность	1	1.7	ABC	3	подчёркивает
Союз <nsubj сформировал >obj комитеты	Союз	сформировал	комитеты	1	1.7	ABC	3	сформировал
Спасение <obj марксисты <nsubj видят	Спасение	марксисты	видят	1	1.7	ABC	3	видят
Специалист <nsubj вывел >obj команду	Специалист	вывел	команду	1	1.7	ABC	3	вывел
Специалист <nsubj отрицал >obj факт	Специалист	отрицал	факт	1	1.7	ABC	3	отрицал
Специалист <nsubj тренирует >obj команду	Специалист	тренирует	команду	1	1.7	ABC	3	тренирует
Специалисты <nsubj оценят >obj ситуацию	Специалисты	оценят	ситуацию	1	1.7	ABC	3	оценят
Спецслужбы <nsubj инкриминируют >obj вмешательство	Спецслужбы	инкриминируют	вмешательство	1	1.7	ABC	3	инкриминируют
Спикер <nsubj выразила >obj уверенность	Спикер	выразила	уверенность	1	1.7	ABC	3	выразила
Список <obj опубликовали >nsubj СМИ	Список	опубликовали	СМИ	1	1.7	ABC	3	опубликовали
Спортсменка <nsubj получила >obj перелом	Спортсменка	получила	перелом	1	1.7	ABC	3	получила
Средства <obj управделами <nsubj искать	Средства	управделами	искать	1	1.7	ABC	3	искать
Статья <nsubj определяет >obj полномочия	Статья	определяет	полномочия	1	1.7	ABC	3	определяет
Статья <nsubj предусматривает >obj наказание	Статья	предусматривает	наказание	1	1.7	ABC	3	предусматривает
Стопка <nsubj получила >obj название	Стопка	получила	название	1	1.7	ABC	3	получила
Сторона <nsubj подаст >obj ходатайство	Сторона	подаст	ходатайство	1	1.7	ABC	3	подаст
Сторонники <nsubj распространяют >obj фотокопию	Сторонники	распространяют	фотокопию	1	1.7	ABC	3	распространяют
Стороны <nsubj подписали >obj ряд	Стороны	подписали	ряд	1	1.7	ABC	3	подписали
Стражи <nsubj разместили >obj сообщение	Стражи	разместили	сообщение	1	1.7	ABC	3	разместили
Строительство <obj компания <nsubj завершила	Строительство	компания	завершила	1	1.7	ABC	3	завершила
Студия <nsubj анонсировала >obj проект	Студия	анонсировала	проект	1	1.7	ABC	3	анонсировала
Суд <nsubj взыщет >obj долги	Суд	взыщет	долги	1	1.7	ABC	3	взыщет
Суд <nsubj дал >obj санкцию	Суд	дал	санкцию	1	1.7	ABC	3	дал
Суд <nsubj завершил >obj разбор	Суд	завершил	разбор	1	1.7	ABC	3	завершил
