Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
theorem <nsubj relates >obj closure	theorem	relates	closure	2	9.9	ABC	3	relates
theory <nsubj found >obj application	theory	found	application	2	9.9	ABC	3	found
threat <nsubj means >obj loss	threat	means	loss	2	9.9	ABC	3	means
token <nsubj has >obj temperature	token	has	temperature	2	9.9	ABC	3	has
token <nsubj represents >obj component	token	represents	component	2	9.9	ABC	3	represents
tractors <nsubj filled >obj requirement	tractors	filled	requirement	2	9.9	ABC	3	filled
trailer <nsubj adding >obj tonnes	trailer	adding	tonnes	2	9.9	ABC	3	adding
trailer <nsubj carried >obj pump	trailer	carried	pump	2	9.9	ABC	3	carried
transmissions <nsubj use >obj fluids	transmissions	use	fluids	2	9.9	ABC	3	use
trial <nsubj took >obj place	trial	took	place	2	9.9	ABC	3	took
type <nsubj resembled >obj APCs	type	resembled	APCs	2	9.9	ABC	3	resembled
units <nsubj had >obj strength	units	had	strength	2	9.9	ABC	3	had
units <nsubj use >obj type	units	use	type	2	9.9	ABC	3	use
universities <nsubj offer >obj course	universities	offer	course	2	9.9	ABC	3	offer
universities <nsubj offer >obj degrees	universities	offer	degrees	2	9.9	ABC	3	offer
vans <nsubj make >obj noise	vans	make	noise	2	9.9	ABC	3	make
vehicle <nsubj attained >obj speed	vehicle	attained	speed	2	9.9	ABC	3	attained
venues <nsubj permit >obj entrance	venues	permit	entrance	2	9.9	ABC	3	permit
version <nsubj offer >obj support	version	offer	support	2	9.9	ABC	3	offer
vertices <nsubj have >obj color	vertices	have	color	2	9.9	ABC	3	have
video <nsubj accumulates >obj views	video	accumulates	views	2	9.9	ABC	3	accumulates
video <nsubj foreshadowed >obj murder	video	foreshadowed	murder	2	9.9	ABC	3	foreshadowed
viewers <nsubj having >obj opportunity	viewers	having	opportunity	2	9.9	ABC	3	having
village <nsubj has >obj area	village	has	area	2	9.9	ABC	3	has
village <nsubj has >obj butchers	village	has	butchers	2	9.9	ABC	3	has
water <nsubj removed >obj impurities	water	removed	impurities	2	9.9	ABC	3	removed
week <nsubj raised >obj ranking	week	raised	ranking	2	9.9	ABC	3	raised
wheels <nsubj gave >obj pressure	wheels	gave	pressure	2	9.9	ABC	3	gave
win <nsubj give >obj share	win	give	share	2	9.9	ABC	3	give
withdrawal <nsubj freed >obj spot	withdrawal	freed	spot	2	9.9	ABC	3	freed
witnesses <nsubj take >obj part	witnesses	take	part	2	9.9	ABC	3	take
woman <nsubj had >obj lesion	woman	had	lesion	2	9.9	ABC	3	had
women <nsubj made >obj accusations	women	made	accusations	2	9.9	ABC	3	made
work <nsubj centers >obj themes	work	centers	themes	2	9.9	ABC	3	centers
works <nsubj had >obj influence	works	had	influence	2	9.9	ABC	3	had
writers <nsubj compared >obj demagogue	writers	compared	demagogue	2	9.9	ABC	3	compared
writing <nsubj tackles >obj range	writing	tackles	range	2	9.9	ABC	3	tackles
year <nsubj saw >obj publication	year	saw	publication	2	9.9	ABC	3	saw
émigré <nsubj set >obj stand	émigré	set	stand	2	9.9	ABC	3	set
一人 <nsubj 致 >obj 志	一人	致	志	2	9.9	ABC	3	致
